Time      	MABP      	CBFV-L    	CBFV-R    	etCO2     
0.00      	88.09     	51.62     	56.48     	5.57      
0.50      	87.68     	51.45     	55.83     	5.57      
1.00      	87.28     	51.26     	55.20     	5.57      
1.50      	87.12     	51.12     	55.20     	5.57      
2.00      	87.07     	51.02     	55.23     	5.57      
2.50      	88.45     	51.35     	55.59     	5.57      
3.00      	89.64     	51.62     	55.71     	5.57      
3.50      	89.17     	51.38     	53.88     	5.52      
4.00      	88.68     	51.16     	52.12     	5.48      
4.50      	87.95     	50.88     	51.73     	5.45      
5.00      	87.22     	50.64     	51.35     	5.42      
5.50      	84.96     	49.98     	48.56     	5.42      
6.00      	82.53     	49.32     	45.52     	5.42      
6.50      	82.06     	49.30     	44.81     	5.42      
7.00      	82.33     	49.53     	45.00     	5.42      
7.50      	82.51     	49.75     	45.19     	5.43      
8.00      	82.61     	49.97     	45.39     	5.44      
8.50      	82.38     	50.09     	45.12     	5.46      
9.00      	81.43     	50.01     	43.88     	5.50      
9.50      	80.48     	49.93     	42.63     	5.53      
10.00     	78.53     	49.55     	41.33     	5.53      
10.50     	76.57     	49.17     	40.03     	5.53      
11.00     	76.55     	49.38     	40.60     	5.53      
11.50     	77.23     	49.79     	41.84     	5.53      
12.00     	77.61     	50.07     	42.60     	5.52      
12.50     	77.67     	50.21     	42.87     	5.50      
13.00     	77.68     	50.29     	43.11     	5.48      
13.50     	77.38     	50.23     	43.18     	5.47      
14.00     	77.07     	50.12     	43.24     	5.45      
14.50     	76.14     	49.79     	42.94     	5.45      
15.00     	75.06     	49.38     	42.55     	5.45      
15.50     	74.27     	49.05     	42.44     	5.45      
16.00     	73.72     	48.77     	42.55     	5.45      
16.50     	74.02     	48.76     	43.23     	5.45      
17.00     	75.78     	49.21     	44.90     	5.45      
17.50     	77.23     	49.54     	46.34     	5.46      
18.00     	77.48     	49.48     	46.97     	5.51      
18.50     	77.73     	49.42     	47.58     	5.56      
19.00     	77.65     	49.27     	47.17     	5.58      
19.50     	77.57     	49.15     	46.76     	5.60      
20.00     	77.10     	48.93     	46.08     	5.60      
20.50     	76.52     	48.72     	45.31     	5.60      
21.00     	75.57     	48.44     	44.25     	5.60      
21.50     	74.28     	48.10     	42.92     	5.60      
22.00     	73.81     	48.06     	42.43     	5.60      
22.50     	75.27     	48.68     	43.94     	5.60      
23.00     	76.64     	49.28     	45.27     	5.60      
23.50     	77.29     	49.65     	45.37     	5.62      
24.00     	77.93     	50.01     	45.47     	5.64      
24.50     	77.85     	50.13     	46.02     	5.65      
25.00     	77.67     	50.22     	46.64     	5.66      
25.50     	77.47     	50.29     	46.58     	5.67      
26.00     	77.27     	50.34     	46.01     	5.67      
26.50     	77.08     	50.39     	45.46     	5.67      
27.00     	76.93     	50.43     	44.95     	5.67      
27.50     	76.78     	50.44     	44.44     	5.67      
28.00     	75.64     	50.11     	43.31     	5.67      
28.50     	74.48     	49.77     	42.17     	5.67      
29.00     	75.23     	50.01     	42.41     	5.67      
29.50     	76.54     	50.39     	43.06     	5.67      
30.00     	77.89     	50.75     	44.32     	5.68      
30.50     	79.29     	51.07     	45.99     	5.70      
31.00     	80.30     	51.22     	47.02     	5.74      
31.50     	80.81     	51.17     	47.21     	5.80      
32.00     	81.27     	51.08     	47.41     	5.84      
32.50     	81.50     	50.89     	47.70     	5.84      
33.00     	81.68     	50.67     	47.95     	5.84      
33.50     	80.97     	50.17     	47.30     	5.84      
34.00     	80.26     	49.67     	46.66     	5.84      
34.50     	82.12     	49.99     	47.79     	5.84      
35.00     	84.17     	50.36     	49.06     	5.84      
35.50     	86.50     	50.80     	50.04     	5.84      
36.00     	88.84     	51.21     	51.00     	5.84      
36.50     	89.25     	51.01     	52.03     	5.84      
37.00     	89.55     	50.78     	53.06     	5.84      
37.50     	88.12     	50.04     	51.34     	5.83      
38.00     	86.61     	49.32     	49.48     	5.83      
38.50     	86.40     	49.05     	49.31     	5.83      
39.00     	86.20     	48.84     	49.16     	5.83      
39.50     	85.40     	48.48     	49.16     	5.83      
40.00     	84.48     	48.15     	49.18     	5.83      
40.50     	83.52     	47.85     	49.12     	5.83      
41.00     	82.53     	47.60     	49.01     	5.83      
41.50     	83.55     	48.00     	49.97     	5.83      
42.00     	85.26     	48.64     	51.29     	5.83      
42.50     	85.94     	48.99     	52.05     	5.84      
43.00     	86.35     	49.29     	52.67     	5.85      
43.50     	86.24     	49.45     	52.01     	5.86      
44.00     	85.96     	49.59     	50.94     	5.86      
44.50     	85.37     	49.67     	49.51     	5.86      
45.00     	84.60     	49.72     	47.87     	5.86      
45.50     	83.72     	49.76     	47.00     	5.86      
46.00     	82.71     	49.78     	46.93     	5.86      
46.50     	81.76     	49.82     	46.76     	5.86      
47.00     	80.90     	49.89     	46.34     	5.86      
47.50     	80.46     	50.07     	46.19     	5.86      
48.00     	81.97     	50.80     	47.29     	5.86      
48.50     	83.40     	51.46     	48.34     	5.86      
49.00     	83.37     	51.61     	48.36     	5.82      
49.50     	83.34     	51.69     	48.38     	5.78      
50.00     	83.09     	51.64     	47.75     	5.76      
50.50     	82.80     	51.53     	46.99     	5.74      
51.00     	82.35     	51.32     	46.15     	5.74      
51.50     	81.81     	51.04     	45.27     	5.74      
52.00     	80.74     	50.57     	44.55     	5.74      
52.50     	79.18     	49.93     	43.97     	5.74      
53.00     	78.80     	49.65     	44.02     	5.74      
53.50     	80.08     	49.87     	44.93     	5.74      
54.00     	81.00     	49.97     	45.76     	5.75      
54.50     	81.16     	49.84     	46.44     	5.79      
55.00     	81.10     	49.65     	46.81     	5.83      
55.50     	79.90     	49.14     	45.70     	5.83      
56.00     	78.70     	48.68     	44.59     	5.83      
56.50     	80.16     	49.08     	46.14     	5.83      
57.00     	81.67     	49.53     	47.74     	5.83      
57.50     	82.05     	49.67     	48.75     	5.85      
58.00     	82.26     	49.79     	49.66     	5.88      
58.50     	82.13     	49.84     	49.42     	5.91      
59.00     	81.84     	49.89     	48.58     	5.93      
59.50     	81.48     	49.95     	47.99     	5.94      
60.00     	81.01     	50.02     	47.81     	5.94      
60.50     	80.42     	50.07     	47.49     	5.94      
61.00     	78.84     	49.84     	45.99     	5.94      
61.50     	77.26     	49.63     	44.49     	5.94      
62.00     	78.60     	50.33     	45.78     	5.94      
62.50     	80.23     	51.08     	47.34     	5.94      
63.00     	81.34     	51.63     	48.78     	5.93      
63.50     	82.31     	52.08     	50.19     	5.91      
64.00     	82.78     	52.30     	50.77     	5.90      
64.50     	82.94     	52.38     	50.86     	5.88      
65.00     	83.22     	52.43     	51.26     	5.88      
65.50     	83.61     	52.46     	51.98     	5.88      
66.00     	83.70     	52.35     	52.19     	5.88      
66.50     	83.28     	52.06     	51.55     	5.88      
67.00     	82.82     	51.72     	51.11     	5.83      
67.50     	82.29     	51.36     	50.99     	5.72      
68.00     	81.34     	50.86     	50.38     	5.60      
68.50     	79.56     	50.12     	48.84     	5.46      
69.00     	78.65     	49.68     	48.04     	5.36      
69.50     	79.72     	49.88     	48.97     	5.36      
70.00     	80.72     	50.07     	49.99     	5.39      
70.50     	81.50     	50.20     	51.27     	5.53      
71.00     	82.16     	50.32     	52.33     	5.66      
71.50     	81.93     	50.19     	51.78     	5.81      
72.00     	81.70     	50.09     	51.23     	5.95      
72.50     	80.43     	49.70     	50.11     	5.97      
73.00     	79.05     	49.33     	48.93     	5.97      
73.50     	78.33     	49.22     	48.81     	5.97      
74.00     	77.92     	49.24     	49.19     	5.97      
74.50     	78.57     	49.63     	50.25     	5.97      
75.00     	80.10     	50.29     	51.87     	5.97      
75.50     	81.03     	50.78     	52.89     	5.92      
76.00     	81.17     	51.00     	53.12     	5.80      
76.50     	81.22     	51.19     	53.13     	5.71      
77.00     	80.98     	51.28     	52.49     	5.68      
77.50     	80.73     	51.36     	51.85     	5.66      
78.00     	80.12     	51.33     	51.60     	5.66      
78.50     	79.52     	51.29     	51.34     	5.66      
79.00     	79.04     	51.28     	50.34     	5.66      
79.50     	78.61     	51.27     	49.15     	5.66      
80.00     	79.68     	51.72     	49.83     	5.66      
80.50     	81.51     	52.38     	51.44     	5.66      
81.00     	82.98     	52.88     	52.25     	5.67      
81.50     	84.18     	53.26     	52.47     	5.69      
82.00     	84.98     	53.48     	52.33     	5.70      
82.50     	85.26     	53.52     	51.71     	5.71      
83.00     	85.62     	53.56     	51.28     	5.72      
83.50     	86.12     	53.63     	51.17     	5.72      
84.00     	86.44     	53.64     	50.76     	5.67      
84.50     	86.44     	53.55     	49.83     	5.51      
85.00     	86.23     	53.39     	49.33     	5.31      
85.50     	85.67     	53.14     	49.52     	5.01      
86.00     	85.38     	52.98     	49.52     	4.86      
86.50     	85.39     	52.93     	49.29     	4.86      
87.00     	84.53     	52.61     	48.28     	4.86      
87.50     	82.68     	52.02     	46.42     	4.86      
88.00     	82.39     	51.92     	46.32     	4.86      
88.50     	83.71     	52.30     	48.06     	4.86      
89.00     	84.49     	52.51     	49.01     	4.98      
89.50     	84.77     	52.56     	49.25     	5.23      
90.00     	84.49     	52.43     	49.39     	5.54      
90.50     	83.58     	52.11     	49.44     	5.93      
91.00     	82.21     	51.65     	48.91     	6.20      
91.50     	79.79     	50.89     	47.11     	6.20      
92.00     	77.91     	50.32     	45.74     	6.20      
92.50     	78.71     	50.58     	46.44     	6.20      
93.00     	79.46     	50.83     	47.19     	6.20      
93.50     	79.74     	50.93     	48.30     	6.08      
94.00     	80.01     	51.03     	49.42     	5.97      
