Time      	MABP      	CBFV-L    	CBFV-R    	etCO2     
0.00      	91.84     	44.33     	48.58     	4.68      
0.50      	91.84     	44.33     	48.58     	4.68      
1.00      	89.29     	43.13     	46.90     	4.69      
1.50      	84.19     	41.25     	43.87     	4.74      
2.00      	87.33     	43.59     	46.30     	4.81      
2.50      	91.48     	46.06     	48.77     	4.88      
3.00      	93.17     	46.69     	48.94     	4.95      
3.50      	93.52     	46.15     	48.20     	5.01      
4.00      	93.69     	45.24     	47.94     	5.06      
4.50      	93.49     	44.48     	48.18     	5.09      
5.00      	92.22     	44.30     	48.43     	5.11      
5.50      	90.01     	44.76     	48.46     	5.12      
6.00      	88.17     	45.31     	48.44     	5.11      
6.50      	87.87     	45.44     	48.50     	5.10      
7.00      	88.88     	45.25     	48.48     	5.08      
7.50      	90.37     	45.07     	48.08     	5.06      
8.00      	91.78     	45.05     	47.31     	5.05      
8.50      	92.98     	45.07     	46.66     	5.03      
9.00      	93.82     	45.06     	46.54     	5.02      
9.50      	94.09     	45.12     	46.85     	5.02      
10.00     	93.54     	45.45     	47.29     	5.01      
10.50     	92.64     	45.99     	47.70     	5.02      
11.00     	92.45     	46.49     	48.04     	5.02      
11.50     	93.64     	46.68     	48.23     	5.02      
12.00     	95.59     	46.33     	48.10     	5.03      
12.50     	97.53     	45.27     	47.48     	5.03      
13.00     	99.03     	43.89     	46.51     	5.04      
13.50     	99.89     	42.95     	45.50     	5.04      
14.00     	99.97     	42.79     	44.68     	5.04      
14.50     	99.32     	42.97     	44.13     	5.03      
15.00     	98.03     	43.04     	43.84     	5.03      
15.50     	96.75     	43.02     	43.73     	5.02      
16.00     	96.28     	43.08     	43.65     	5.01      
16.50     	96.87     	43.27     	43.54     	5.00      
17.00     	97.98     	43.45     	43.51     	4.99      
17.50     	99.04     	43.47     	43.62     	4.98      
18.00     	99.78     	43.25     	43.66     	4.97      
18.50     	100.00    	42.74     	43.32     	4.95      
19.00     	99.70     	42.10     	42.68     	4.94      
19.50     	99.07     	41.76     	42.31     	4.93      
20.00     	98.36     	41.97     	42.60     	4.92      
20.50     	97.86     	42.31     	43.18     	4.92      
21.00     	97.90     	42.16     	43.48     	4.91      
21.50     	98.43     	41.47     	43.31     	4.90      
22.00     	99.04     	40.70     	42.85     	4.90      
22.50     	99.37     	40.25     	42.29     	4.90      
23.00     	99.22     	40.15     	41.91     	4.90      
23.50     	98.47     	40.37     	41.96     	4.91      
24.00     	97.14     	40.75     	42.39     	4.92      
24.50     	95.44     	41.03     	42.74     	4.93      
25.00     	93.63     	41.05     	42.63     	4.94      
25.50     	92.07     	40.99     	42.29     	4.95      
26.00     	91.14     	41.23     	42.15     	4.96      
26.50     	90.96     	41.77     	42.33     	4.97      
27.00     	91.23     	42.14     	42.44     	4.98      
27.50     	91.60     	41.91     	42.15     	4.99      
28.00     	91.59     	41.36     	41.73     	5.00      
28.50     	90.68     	41.00     	41.70     	5.00      
29.00     	88.88     	41.10     	42.24     	5.01      
29.50     	87.11     	41.48     	42.96     	5.01      
30.00     	86.23     	41.93     	43.50     	5.01      
30.50     	86.20     	42.35     	43.74     	5.01      
31.00     	86.61     	42.70     	43.72     	5.01      
31.50     	87.20     	42.96     	43.53     	5.00      
32.00     	88.05     	43.15     	43.46     	5.00      
32.50     	89.20     	43.30     	43.77     	5.00      
33.00     	90.15     	43.49     	44.35     	5.00      
33.50     	90.10     	43.82     	44.93     	5.00      
34.00     	89.00     	44.32     	45.36     	5.00      
34.50     	87.98     	44.89     	45.75     	5.00      
35.00     	88.05     	45.43     	46.18     	5.00      
35.50     	88.93     	45.78     	46.51     	5.00      
36.00     	89.89     	45.80     	46.51     	5.01      
36.50     	90.61     	45.48     	46.16     	5.01      
37.00     	91.33     	44.95     	45.68     	5.02      
37.50     	92.21     	44.37     	45.30     	5.03      
38.00     	92.83     	43.93     	45.07     	5.04      
38.50     	92.63     	43.78     	45.00     	5.06      
39.00     	91.98     	44.01     	45.11     	5.08      
39.50     	92.05     	44.65     	45.39     	5.09      
40.00     	93.47     	45.55     	45.77     	5.11      
40.50     	95.66     	46.23     	46.01     	5.12      
41.00     	97.93     	46.21     	45.89     	5.12      
41.50     	100.08    	45.66     	45.44     	5.13      
42.00     	102.15    	45.01     	44.81     	5.12      
42.50     	103.95    	44.52     	44.14     	5.11      
43.00     	105.02    	44.25     	43.61     	5.08      
43.50     	105.06    	44.22     	43.35     	5.05      
44.00     	104.43    	44.26     	43.30     	5.01      
44.50     	103.68    	44.19     	43.35     	4.97      
45.00     	103.18    	43.94     	43.35     	4.93      
45.50     	103.19    	43.57     	43.14     	4.88      
46.00     	103.75    	43.15     	42.62     	4.85      
46.50     	104.33    	42.80     	41.96     	4.81      
47.00     	104.28    	42.64     	41.36     	4.79      
47.50     	103.47    	42.67     	41.01     	4.78      
48.00     	102.08    	42.76     	41.10     	4.78      
48.50     	100.43    	42.84     	41.66     	4.79      
49.00     	99.18     	42.98     	42.30     	4.81      
49.50     	99.01     	43.23     	42.60     	4.84      
50.00     	99.69     	43.53     	42.60     	4.87      
50.50     	100.25    	43.71     	42.70     	4.91      
51.00     	100.01    	43.71     	43.18     	4.95      
51.50     	99.18     	43.71     	43.85     	4.99      
52.00     	98.18     	43.96     	44.47     	5.03      
52.50     	97.50     	44.57     	45.03     	5.06      
53.00     	97.72     	45.58     	45.67     	5.09      
53.50     	99.05     	46.86     	46.40     	5.12      
54.00     	100.76    	47.77     	46.81     	5.13      
54.50     	101.99    	47.72     	46.48     	5.13      
55.00     	102.48    	47.27     	45.76     	5.13      
55.50     	102.33    	47.67     	45.48     	5.11      
56.00     	101.74    	49.14     	45.95     	5.08      
56.50     	101.13    	50.15     	46.63     	5.04      
57.00     	100.91    	49.37     	47.02     	4.99      
57.50     	101.24    	47.62     	47.11     	4.94      
58.00     	102.16    	46.40     	47.09     	4.89      
58.50     	103.28    	46.30     	47.07     	4.84      
59.00     	103.73    	46.92     	47.11     	4.78      
59.50     	102.99    	47.81     	47.24     	4.73      
60.00     	101.98    	48.55     	47.46     	4.68      
60.50     	101.78    	48.77     	47.77     	4.64      
61.00     	102.22    	48.57     	48.01     	4.60      
61.50     	102.33    	48.38     	47.91     	4.58      
62.00     	101.72    	48.37     	47.46     	4.56      
62.50     	101.10    	48.31     	47.18     	4.56      
63.00     	101.19    	47.95     	47.50     	4.57      
63.50     	101.79    	47.49     	48.14     	4.59      
64.00     	102.37    	47.31     	48.51     	4.64      
64.50     	102.48    	47.51     	48.37     	4.70      
65.00     	101.77    	47.79     	48.09     	4.78      
65.50     	100.08    	47.84     	48.05     	4.87      
66.00     	98.20     	47.82     	48.28     	4.97      
66.50     	97.40     	48.13     	48.60     	5.07      
67.00     	98.19     	48.85     	48.88     	5.17      
67.50     	99.82     	49.66     	48.98     	5.27      
68.00     	101.42    	50.16     	48.79     	5.35      
68.50     	102.47    	50.20     	48.44     	5.41      
69.00     	102.61    	49.74     	48.17     	5.45      
69.50     	101.92    	48.96     	48.18     	5.47      
70.00     	101.10    	48.42     	48.66     	5.48      
70.50     	100.74    	48.53     	49.65     	5.46      
71.00     	100.92    	49.02     	50.51     	5.44      
71.50     	101.56    	49.45     	50.50     	5.40      
72.00     	102.47    	49.53     	49.67     	5.36      
72.50     	103.39    	49.16     	48.86     	5.32      
73.00     	104.07    	48.41     	48.66     	5.27      
73.50     	104.17    	47.80     	48.83     	5.23      
74.00     	103.45    	47.88     	49.02     	5.20      
74.50     	102.29    	48.59     	49.13     	5.16      
75.00     	101.42    	49.53     	49.23     	5.13      
75.50     	101.32    	50.32     	49.40     	5.11      
76.00     	102.00    	50.68     	49.75     	5.08      
76.50     	103.33    	50.41     	50.31     	5.06      
77.00     	104.60    	49.84     	50.77     	5.04      
77.50     	104.98    	49.38     	50.73     	5.03      
78.00     	104.40    	49.18     	50.33     	5.01      
78.50     	103.28    	49.12     	50.02     	5.00      
79.00     	102.24    	49.19     	50.09     	4.99      
79.50     	102.18    	49.49     	50.37     	4.99      
80.00     	103.66    	50.07     	50.70     	4.98      
80.50     	105.34    	50.53     	50.96     	4.98      
81.00     	105.45    	50.38     	51.06     	4.98      
81.50     	104.15    	49.82     	51.04     	4.98      
82.00     	102.99    	49.53     	51.01     	4.98      
82.50     	102.76    	49.72     	50.96     	4.98      
83.00     	102.95    	49.87     	50.67     	4.98      
83.50     	103.09    	49.54     	50.02     	4.99      
84.00     	103.30    	49.00     	49.34     	4.99      
84.50     	103.82    	48.71     	49.09     	5.00      
85.00     	104.51    	48.78     	49.25     	5.00      
85.50     	104.72    	48.86     	49.27     	5.01      
86.00     	104.06    	48.76     	48.85     	5.02      
86.50     	103.01    	48.76     	48.82     	5.02      
87.00     	102.21    	49.19     	50.08     	5.03      
87.50     	101.94    	49.89     	51.95     	5.04      
88.00     	102.28    	50.34     	52.68     	5.04      
88.50     	103.14    	50.28     	51.61     	5.05      
89.00     	104.29    	49.99     	50.09     	5.05      
89.50     	105.42    	49.73     	49.43     	5.05      
90.00     	106.10    	49.58     	49.50     	5.06      
90.50     	105.92    	49.55     	49.73     	5.06      
91.00     	105.22    	49.61     	49.84     	5.06      
91.50     	105.03    	49.71     	49.82     	5.06      
92.00     	105.87    	49.81     	49.69     	5.06      
92.50     	107.23    	49.84     	49.49     	5.07      
93.00     	108.50    	49.73     	49.24     	5.07      
93.50     	109.34    	49.38     	48.88     	5.08      
94.00     	109.50    	48.67     	48.31     	5.09      
94.50     	108.97    	47.86     	47.76     	5.10      
95.00     	107.96    	47.47     	47.69     	5.11      
95.50     	106.70    	47.66     	48.19     	5.13      
96.00     	105.52    	47.96     	48.59     	5.14      
96.50     	104.69    	47.89     	48.30     	5.16      
97.00     	104.19    	47.51     	47.62     	5.17      
97.50     	103.92    	47.04     	47.14     	5.18      
98.00     	103.76    	46.62     	46.99     	5.18      
98.50     	103.62    	46.38     	46.87     	5.18      
99.00     	103.37    	46.36     	46.56     	5.17      
99.50     	102.84    	46.46     	46.26     	5.16      
100.00    	101.85    	46.54     	46.27     	5.13      
100.50    	100.71    	46.60     	46.55     	5.11      
101.00    	100.12    	46.77     	46.77     	5.08      
101.50    	100.41    	47.06     	46.74     	5.05      
102.00    	101.16    	47.18     	46.60     	5.03      
102.50    	101.85    	46.86     	46.49     	5.01      
103.00    	102.27    	46.34     	46.35     	5.00      
103.50    	102.30    	46.07     	46.07     	5.00      
104.00    	102.00    	46.19     	45.84     	5.01      
104.50    	101.59    	46.52     	46.22     	5.04      
105.00    	101.36    	46.91     	47.39     	5.07      
105.50    	101.81    	47.32     	48.39     	5.11      
106.00    	103.27    	47.68     	48.27     	5.15      
106.50    	104.78    	47.83     	47.53     	5.20      
107.00    	104.91    	47.54     	47.23     	5.25      
107.50    	103.97    	47.01     	47.43     	5.30      
108.00    	103.81    	46.77     	47.32     	5.35      
108.50    	105.15    	47.02     	46.56     	5.39      
109.00    	106.27    	47.21     	45.77     	5.44      
109.50    	105.65    	46.86     	45.59     	5.47      
110.00    	104.03    	46.31     	45.90     	5.51      
110.50    	102.85    	46.10     	46.36     	5.53      
111.00    	102.63    	46.33     	46.78     	5.54      
111.50    	103.03    	46.64     	47.14     	5.54      
112.00    	103.70    	46.72     	47.32     	5.53      
112.50    	104.23    	46.41     	47.08     	5.50      
113.00    	104.21    	45.62     	46.21     	5.45      
113.50    	103.51    	44.70     	45.14     	5.39      
114.00    	102.09    	44.26     	44.62     	5.32      
114.50    	100.37    	44.46     	44.90     	5.24      
115.00    	99.34     	44.88     	45.50     	5.15      
115.50    	99.73     	45.15     	46.00     	5.07      
116.00    	101.01    	45.25     	46.49     	5.01      
116.50    	102.36    	45.28     	47.14     	4.95      
117.00    	103.19    	45.26     	47.71     	4.92      
117.50    	103.10    	45.24     	47.68     	4.92      
118.00    	102.22    	45.24     	46.98     	4.94      
118.50    	101.51    	45.39     	46.28     	4.98      
119.00    	101.68    	45.74     	46.10     	5.04      
119.50    	102.41    	46.11     	46.26     	5.10      
120.00    	103.19    	46.32     	46.48     	5.17      
120.50    	103.85    	46.37     	46.62     	5.24      
121.00    	104.43    	46.36     	46.63     	5.30      
121.50    	104.86    	46.35     	46.49     	5.35      
122.00    	104.85    	46.37     	46.24     	5.39      
122.50    	104.24    	46.41     	45.96     	5.40      
123.00    	103.50    	46.52     	45.95     	5.39      
123.50    	103.21    	46.72     	46.50     	5.38      
124.00    	103.47    	46.91     	47.38     	5.35      
124.50    	103.99    	46.94     	47.97     	5.32      
125.00    	104.61    	46.77     	47.92     	5.28      
125.50    	105.41    	46.66     	47.46     	5.24      
126.00    	106.37    	46.82     	46.85     	5.21      
126.50    	106.99    	47.10     	46.38     	5.19      
127.00    	106.59    	47.20     	46.35     	5.17      
127.50    	105.37    	47.05     	46.65     	5.17      
128.00    	104.40    	46.80     	46.76     	5.17      
128.50    	104.35    	46.60     	46.44     	5.17      
129.00    	104.90    	46.55     	46.10     	5.18      
129.50    	105.65    	46.72     	46.13     	5.19      
130.00    	106.26    	46.87     	46.29     	5.19      
130.50    	106.49    	46.63     	46.09     	5.19      
131.00    	106.15    	46.10     	45.54     	5.19      
131.50    	105.12    	45.87     	45.13     	5.18      
132.00    	103.55    	46.30     	45.27     	5.16      
132.50    	102.16    	47.10     	45.98     	5.14      
133.00    	101.72    	47.92     	47.21     	5.12      
133.50    	102.02    	48.59     	48.59     	5.10      
134.00    	102.32    	49.04     	49.59     	5.08      
134.50    	102.21    	49.20     	49.89     	5.06      
135.00    	102.00    	48.96     	49.66     	5.05      
135.50    	102.04    	48.23     	49.12     	5.04      
136.00    	102.19    	47.50     	48.52     	5.04      
136.50    	101.98    	47.57     	48.10     	5.04      
137.00    	101.38    	48.73     	48.08     	5.06      
137.50    	101.18    	50.22     	48.58     	5.08      
138.00    	102.09    	51.28     	49.69     	5.10      
138.50    	103.59    	51.84     	50.96     	5.13      
139.00    	104.65    	52.15     	51.76     	5.16      
139.50    	104.90    	52.44     	51.78     	5.20      
140.00    	104.98    	52.84     	51.24     	5.23      
140.50    	105.48    	53.45     	50.38     	5.27      
141.00    	106.34    	54.10     	49.51     	5.30      
141.50    	107.18    	54.52     	48.95     	5.34      
142.00    	107.81    	54.52     	48.78     	5.37      
142.50    	108.18    	53.98     	48.85     	5.40      
143.00    	108.28    	52.84     	48.97     	5.42      
143.50    	108.22    	51.20     	48.80     	5.44      
144.00    	108.09    	49.22     	48.05     	5.45      
144.50    	107.64    	47.30     	47.02     	5.45      
145.00    	106.46    	45.96     	46.37     	5.45      
145.50    	104.52    	45.38     	46.35     	5.43      
146.00    	102.59    	45.00     	46.37     	5.42      
146.50    	101.44    	44.29     	45.88     	5.39      
147.00    	100.95    	43.30     	45.01     	5.36      
147.50    	100.63    	42.38     	44.23     	5.33      
148.00    	100.27    	41.78     	43.78     	5.30      
148.50    	100.18    	41.63     	43.50     	5.27      
149.00    	100.57    	41.97     	43.22     	5.24      
149.50    	101.11    	42.57     	42.99     	5.21      
150.00    	101.21    	43.06     	42.94     	5.18      
150.50    	101.04    	43.42     	43.20     	5.16      
151.00    	101.52    	43.96     	43.89     	5.14      
151.50    	103.21    	44.84     	44.98     	5.12      
152.00    	105.40    	45.62     	45.98     	5.10      
152.50    	107.21    	45.81     	46.37     	5.08      
153.00    	108.50    	45.44     	46.11     	5.07      
153.50    	109.58    	44.87     	45.48     	5.06      
154.00    	110.53    	44.36     	44.79     	5.05      
154.50    	111.05    	44.04     	44.48     	5.04      
155.00    	110.92    	43.99     	44.82     	5.03      
155.50    	110.55    	44.05     	45.39     	5.02      
156.00    	110.53    	44.00     	45.57     	5.02      
156.50    	110.98    	43.82     	45.23     	5.01      
157.00    	111.66    	43.70     	44.74     	5.01      
157.50    	112.26    	43.71     	44.39     	5.00      
158.00    	112.36    	43.56     	44.00     	5.00      
158.50    	111.58    	42.92     	43.34     	4.99      
159.00    	110.07    	41.96     	42.53     	4.99      
159.50    	108.51    	41.43     	42.07     	4.99      
160.00    	107.46    	41.78     	42.28     	4.99      
160.50    	106.74    	42.41     	42.84     	4.98      
161.00    	106.07    	42.46     	43.27     	4.98      
161.50    	105.44    	41.85     	43.31     	4.98      
162.00    	105.16    	41.22     	42.93     	4.98      
162.50    	105.42    	41.11     	42.21     	4.98      
163.00    	105.92    	41.37     	41.63     	4.98      
163.50    	106.25    	41.70     	41.78     	4.97      
164.00    	106.65    	42.13     	42.65     	4.97      
164.50    	107.89    	42.98     	43.75     	4.97      
165.00    	110.32    	44.27     	44.67     	4.97      
165.50    	113.07    	45.29     	45.23     	4.97      
166.00    	115.19    	45.33     	45.31     	4.97      
166.50    	116.47    	44.50     	44.90     	4.97      
167.00    	117.12    	43.33     	44.11     	4.98      
167.50    	117.19    	42.25     	43.13     	4.98      
168.00    	116.53    	41.45     	42.30     	4.98      
168.50    	115.02    	41.06     	41.90     	4.98      
169.00    	112.97    	40.88     	41.77     	4.99      
169.50    	110.86    	40.59     	41.54     	4.99      
170.00    	109.04    	40.06     	41.05     	5.00      
170.50    	107.57    	39.51     	40.50     	5.00      
171.00    	106.47    	39.17     	40.10     	5.01      
171.50    	105.58    	38.99     	39.89     	5.01      
172.00    	104.57    	38.72     	39.73     	5.02      
172.50    	103.21    	38.25     	39.56     	5.02      
173.00    	101.64    	37.93     	39.47     	5.02      
173.50    	100.04    	38.20     	39.58     	5.03      
174.00    	98.69     	39.02     	39.97     	5.03      
174.50    	97.95     	39.87     	40.65     	5.03      
175.00    	98.03     	40.30     	41.56     	5.03      
175.50    	98.52     	40.30     	42.29     	5.03      
176.00    	98.87     	39.97     	42.34     	5.03      
176.50    	98.82     	39.47     	41.75     	5.02      
177.00    	98.50     	39.02     	41.19     	5.02      
177.50    	98.05     	38.81     	41.26     	5.01      
178.00    	97.49     	38.91     	41.80     	5.01      
178.50    	96.77     	39.31     	42.35     	5.00      
179.00    	96.09     	39.91     	42.70     	4.99      
179.50    	96.00     	40.47     	43.05     	4.99      
180.00    	96.99     	40.81     	43.54     	4.98      
180.50    	98.81     	41.09     	44.03     	4.98      
181.00    	101.02    	41.60     	44.26     	4.98      
181.50    	103.19    	42.31     	44.27     	4.97      
182.00    	104.93    	42.80     	44.38     	4.98      
182.50    	105.99    	42.76     	44.85     	4.98      
