Time      	MABP      	CBFV-L    	CBFV-R    	etCO2     
0.00      	76.90     	57.05     	61.40     	4.91      
0.50      	77.22     	57.97     	62.10     	4.91      
1.00      	77.37     	58.95     	63.07     	4.91      
1.50      	77.16     	59.68     	63.67     	4.91      
2.00      	76.70     	60.25     	63.83     	4.91      
2.50      	79.20     	62.74     	64.84     	4.91      
3.00      	82.26     	65.03     	65.45     	4.91      
3.50      	83.94     	64.17     	65.05     	4.91      
4.00      	84.56     	62.59     	64.26     	4.91      
4.50      	82.77     	59.39     	63.07     	4.90      
5.00      	80.98     	56.18     	62.54     	4.90      
5.50      	79.86     	54.03     	62.73     	4.90      
6.00      	78.94     	52.18     	63.11     	4.90      
6.50      	79.13     	51.78     	63.79     	4.90      
7.00      	80.25     	52.59     	64.45     	4.91      
7.50      	80.80     	53.61     	64.43     	4.92      
8.00      	80.39     	54.95     	63.91     	4.93      
8.50      	80.22     	56.19     	63.63     	4.95      
9.00      	80.28     	57.31     	63.59     	4.96      
9.50      	82.14     	59.07     	64.23     	4.97      
10.00     	84.43     	60.92     	64.71     	4.98      
10.50     	83.45     	59.12     	63.76     	4.99      
11.00     	82.47     	57.33     	63.06     	5.00      
11.50     	81.33     	55.68     	62.65     	5.02      
12.00     	80.03     	54.19     	62.45     	5.03      
12.50     	79.30     	53.38     	62.58     	5.04      
13.00     	79.98     	54.25     	63.12     	5.05      
13.50     	81.08     	55.52     	63.47     	5.04      
14.00     	83.50     	58.01     	63.87     	5.01      
14.50     	84.87     	59.32     	63.43     	4.99      
15.00     	84.94     	59.19     	62.50     	4.97      
15.50     	84.65     	58.85     	61.74     	4.95      
16.00     	83.90     	58.20     	61.17     	4.93      
16.50     	84.59     	58.13     	61.36     	4.91      
17.00     	86.24     	58.42     	61.78     	4.90      
17.50     	86.04     	56.92     	61.25     	4.92      
18.00     	85.25     	54.86     	60.54     	4.93      
18.50     	84.32     	53.11     	60.00     	4.95      
19.00     	82.65     	52.82     	59.44     	4.97      
19.50     	80.97     	52.53     	59.14     	4.98      
20.00     	80.38     	53.73     	59.36     	5.00      
20.50     	80.04     	55.12     	59.61     	5.01      
21.00     	82.54     	58.26     	60.64     	5.02      
21.50     	84.81     	60.38     	61.02     	5.02      
22.00     	86.76     	61.12     	60.89     	5.02      
22.50     	86.65     	59.95     	59.99     	5.02      
23.00     	85.24     	57.56     	59.12     	5.02      
23.50     	83.86     	55.29     	58.87     	5.02      
24.00     	83.02     	55.17     	59.19     	5.02      
24.50     	82.18     	55.05     	59.62     	5.01      
25.00     	83.49     	57.11     	60.72     	4.97      
25.50     	85.17     	59.54     	61.51     	4.93      
26.00     	85.00     	60.37     	61.25     	4.90      
26.50     	84.51     	60.92     	60.93     	4.86      
27.00     	83.58     	60.01     	60.72     	4.82      
27.50     	82.90     	59.22     	60.87     	4.78      
28.00     	84.17     	59.65     	61.79     	4.75      
28.50     	85.05     	59.76     	62.30     	4.75      
29.00     	84.76     	58.92     	62.20     	4.74      
29.50     	84.26     	58.08     	62.06     	4.74      
30.00     	83.01     	57.23     	61.82     	4.74      
30.50     	82.45     	56.95     	62.06     	4.73      
31.00     	83.23     	57.76     	62.77     	4.73      
31.50     	83.18     	57.35     	62.95     	4.75      
32.00     	82.39     	55.87     	62.77     	4.78      
32.50     	81.60     	54.41     	62.66     	4.82      
33.00     	80.36     	54.04     	62.51     	4.85      
33.50     	79.13     	53.66     	62.49     	4.88      
34.00     	78.84     	54.40     	62.89     	4.92      
34.50     	78.78     	55.40     	63.25     	4.95      
35.00     	79.70     	56.87     	63.76     	4.96      
35.50     	80.79     	58.42     	64.04     	4.97      
36.00     	81.08     	59.11     	63.81     	4.98      
36.50     	81.09     	59.49     	63.51     	4.99      
37.00     	80.90     	60.02     	63.31     	5.00      
37.50     	80.62     	60.64     	63.25     	5.01      
38.00     	82.49     	61.82     	64.04     	5.02      
38.50     	84.97     	63.18     	64.73     	5.02      
39.00     	84.64     	61.48     	64.08     	5.03      
39.50     	84.24     	59.71     	63.55     	5.03      
40.00     	83.63     	58.03     	63.22     	5.04      
40.50     	82.70     	56.50     	63.03     	5.05      
41.00     	82.14     	55.26     	63.13     	5.05      
