Time      	MABP      	CBFV-L    	CBFV-R    	etCO2     
0.00      	86.05     	54.58     	61.67     	6.62      
0.50      	85.89     	54.59     	62.59     	6.66      
1.00      	85.70     	54.51     	63.05     	6.09      
1.50      	85.71     	54.88     	62.84     	6.12      
2.00      	85.67     	55.16     	62.59     	6.19      
2.50      	85.50     	55.17     	62.68     	6.19      
3.00      	85.62     	55.51     	63.11     	6.20      
3.50      	86.26     	56.50     	63.95     	6.21      
4.00      	87.15     	57.49     	64.70     	6.10      
4.50      	87.96     	57.84     	64.96     	5.87      
5.00      	87.86     	56.21     	64.19     	5.78      
5.50      	87.13     	53.70     	62.71     	5.82      
6.00      	86.80     	53.30     	61.54     	5.84      
6.50      	86.72     	54.20     	60.73     	5.83      
7.00      	86.35     	53.93     	60.15     	5.83      
7.50      	85.92     	53.09     	59.87     	5.83      
8.00      	86.07     	53.96     	59.89     	5.82      
8.50      	86.80     	56.06     	60.46     	5.83      
9.00      	87.77     	57.12     	62.13     	5.91      
9.50      	88.52     	57.39     	64.06     	6.00      
10.00     	88.41     	57.78     	64.85     	6.02      
10.50     	87.96     	57.84     	65.06     	6.00      
11.00     	87.81     	57.25     	65.37     	6.00      
11.50     	87.73     	56.63     	65.80     	6.00      
12.00     	87.54     	56.58     	66.49     	6.00      
12.50     	87.59     	56.88     	67.33     	6.00      
13.00     	88.05     	57.31     	68.17     	6.02      
13.50     	87.81     	57.32     	68.78     	5.88      
14.00     	86.62     	56.75     	69.04     	5.61      
14.50     	85.31     	56.05     	68.69     	5.46      
15.00     	84.25     	55.52     	67.99     	5.49      
15.50     	83.74     	55.74     	68.10     	5.53      
16.00     	83.75     	56.64     	69.08     	5.52      
16.50     	83.58     	57.35     	69.72     	5.52      
17.00     	83.31     	57.69     	69.76     	5.52      
17.50     	84.42     	58.62     	70.23     	5.49      
18.00     	86.45     	60.01     	70.94     	5.51      
18.50     	87.21     	60.98     	70.50     	5.99      
19.00     	87.23     	61.41     	69.76     	6.45      
19.50     	86.91     	61.16     	69.53     	6.43      
20.00     	85.28     	60.11     	68.75     	6.37      
20.50     	82.56     	58.63     	67.51     	6.38      
21.00     	80.60     	57.99     	67.27     	6.38      
21.50     	80.56     	58.66     	68.48     	6.38      
22.00     	82.95     	60.66     	71.11     	6.38      
22.50     	85.50     	62.97     	74.14     	6.38      
23.00     	87.04     	64.52     	76.44     	6.38      
23.50     	86.89     	63.99     	76.46     	6.38      
24.00     	86.21     	63.40     	75.99     	6.38      
24.50     	85.74     	63.54     	75.94     	6.38      
25.00     	85.53     	61.73     	75.04     	6.37      
25.50     	85.52     	59.93     	74.52     	6.35      
26.00     	85.44     	62.22     	76.69     	6.34      
26.50     	85.22     	63.61     	77.81     	6.31      
27.00     	85.27     	62.16     	76.31     	6.30      
27.50     	87.72     	60.91     	74.02     	6.29      
28.00     	90.97     	60.23     	71.74     	6.26      
28.50     	92.90     	60.95     	70.73     	6.25      
29.00     	93.72     	61.53     	70.25     	6.23      
29.50     	93.42     	60.46     	69.57     	6.21      
30.00     	92.39     	59.24     	68.23     	6.19      
30.50     	91.19     	57.89     	66.53     	6.17      
31.00     	90.71     	55.58     	65.70     	6.16      
31.50     	90.33     	54.00     	65.53     	6.13      
32.00     	89.57     	54.07     	65.55     	6.12      
32.50     	88.43     	53.91     	64.81     	6.10      
33.00     	87.05     	53.05     	63.30     	6.08      
33.50     	85.75     	52.27     	62.23     	6.11      
34.00     	84.78     	51.91     	62.08     	6.11      
34.50     	84.52     	52.30     	62.72     	6.12      
35.00     	85.05     	53.55     	63.94     	6.11      
35.50     	86.50     	55.81     	65.30     	6.05      
36.00     	88.10     	57.86     	66.46     	5.98      
36.50     	88.84     	58.06     	67.03     	5.98      
