Time      	MABP      	CBFV-L    	CBFV-R    	etCO2     
0.00      	47.85     	78.46     	82.02     	5.91      
0.50      	46.68     	75.80     	79.30     	5.91      
1.00      	46.20     	74.88     	78.34     	5.91      
1.50      	46.22     	75.15     	78.63     	5.91      
2.00      	46.44     	75.82     	79.46     	5.91      
2.50      	46.51     	75.91     	80.08     	5.91      
3.00      	46.45     	75.62     	80.31     	5.91      
3.50      	46.09     	74.79     	79.39     	5.91      
4.00      	45.66     	73.84     	78.24     	5.91      
4.50      	45.41     	73.28     	77.84     	5.91      
5.00      	45.19     	72.84     	77.67     	5.91      
5.50      	44.81     	72.17     	77.08     	5.91      
6.00      	44.51     	71.79     	76.78     	5.91      
6.50      	44.67     	72.49     	77.99     	5.91      
7.00      	45.06     	73.58     	79.48     	5.91      
7.50      	45.58     	74.60     	80.33     	5.92      
8.00      	45.98     	74.89     	80.33     	5.92      
8.50      	46.06     	73.92     	79.13     	5.92      
9.00      	45.94     	72.56     	77.35     	5.93      
9.50      	45.66     	71.27     	75.36     	5.93      
10.00     	45.47     	70.58     	74.04     	5.93      
10.50     	45.59     	71.20     	74.33     	5.93      
11.00     	45.69     	71.92     	74.79     	5.94      
11.50     	45.52     	71.89     	74.45     	5.94      
12.00     	45.31     	71.88     	74.35     	5.95      
12.50     	45.17     	72.13     	74.91     	5.95      
13.00     	45.40     	72.77     	76.01     	5.96      
13.50     	45.91     	73.68     	77.33     	5.96      
14.00     	46.18     	74.44     	78.11     	5.97      
14.50     	46.24     	74.88     	78.44     	5.98      
15.00     	46.24     	74.84     	78.56     	5.98      
15.50     	46.09     	74.55     	78.27     	5.99      
16.00     	45.73     	74.18     	77.42     	5.99      
16.50     	45.59     	74.50     	77.28     	6.00      
17.00     	45.96     	76.08     	78.71     	6.01      
17.50     	46.34     	77.37     	80.11     	6.01      
18.00     	46.46     	77.64     	80.71     	6.02      
18.50     	46.41     	77.48     	80.84     	6.02      
19.00     	46.22     	77.15     	80.60     	6.03      
19.50     	46.00     	76.84     	80.25     	6.04      
20.00     	45.79     	76.71     	79.99     	6.04      
20.50     	45.48     	76.60     	79.67     	6.04      
21.00     	45.01     	76.43     	79.23     	6.05      
21.50     	44.80     	76.81     	79.75     	6.06      
22.00     	45.10     	78.07     	81.88     	6.06      
22.50     	45.68     	79.58     	84.08     	6.06      
23.00     	46.35     	80.88     	85.56     	6.06      
23.50     	46.72     	80.81     	85.88     	6.06      
24.00     	46.71     	79.56     	85.19     	6.06      
24.50     	46.49     	78.27     	84.19     	6.06      
25.00     	46.21     	77.20     	83.22     	6.06      
25.50     	46.10     	76.39     	82.60     	6.06      
26.00     	46.16     	75.87     	82.35     	6.06      
26.50     	46.34     	75.75     	82.56     	6.06      
27.00     	46.52     	75.75     	82.85     	6.06      
27.50     	46.48     	75.31     	82.46     	6.06      
28.00     	46.28     	74.58     	81.65     	6.06      
28.50     	45.93     	73.68     	80.58     	6.06      
29.00     	45.48     	72.76     	79.49     	6.06      
29.50     	44.89     	71.89     	78.53     	6.06      
30.00     	44.34     	71.34     	78.04     	6.06      
30.50     	44.27     	71.87     	78.96     	6.06      
31.00     	44.68     	73.33     	81.03     	6.05      
31.50     	45.19     	74.87     	82.80     	6.05      
32.00     	45.61     	76.05     	83.85     	6.04      
32.50     	45.73     	76.17     	83.66     	6.03      
33.00     	45.63     	75.62     	82.77     	6.02      
33.50     	45.42     	74.93     	81.96     	6.01      
34.00     	45.20     	74.37     	81.40     	6.00      
34.50     	45.07     	74.36     	81.29     	5.99      
35.00     	45.10     	74.89     	81.54     	5.98      
35.50     	45.40     	75.69     	81.86     	5.98      
36.00     	45.89     	76.54     	82.04     	5.99      
36.50     	46.23     	77.20     	81.57     	6.00      
37.00     	46.40     	77.50     	80.56     	6.00      
37.50     	46.45     	77.13     	79.52     	6.01      
38.00     	46.42     	76.17     	78.61     	6.02      
38.50     	46.35     	75.13     	77.71     	6.03      
39.00     	46.27     	74.31     	76.81     	6.04      
39.50     	46.14     	73.74     	76.19     	6.05      
40.00     	45.91     	73.49     	76.02     	6.06      
40.50     	45.81     	73.78     	76.56     	6.06      
41.00     	46.03     	74.86     	78.25     	6.07      
41.50     	46.51     	76.28     	80.28     	6.07      
42.00     	47.18     	77.69     	81.94     	6.07      
42.50     	47.75     	78.25     	82.63     	6.07      
43.00     	47.93     	77.28     	81.81     	6.06      
43.50     	47.91     	75.84     	80.24     	6.06      
