Time      	MABP      	CBFV-L    	CBFV-R    	etCO2     
0.00      	60.47     	80.35     	56.50     	4.63      
0.50      	60.19     	78.86     	55.68     	4.63      
1.00      	58.63     	75.93     	53.79     	4.64      
1.50      	56.70     	72.71     	51.53     	4.66      
2.00      	55.61     	70.91     	49.84     	4.67      
2.50      	55.61     	70.41     	48.90     	4.69      
3.00      	56.64     	70.70     	48.65     	4.70      
3.50      	56.85     	69.81     	47.61     	4.71      
4.00      	55.89     	67.50     	45.57     	4.73      
4.50      	54.77     	64.97     	43.45     	4.75      
5.00      	53.87     	62.89     	41.80     	4.77      
5.50      	53.55     	61.87     	41.14     	4.78      
6.00      	53.36     	61.52     	41.00     	4.80      
6.50      	53.12     	61.68     	41.20     	4.81      
7.00      	52.68     	61.91     	41.41     	4.82      
7.50      	52.13     	62.11     	41.60     	4.84      
8.00      	51.80     	62.32     	41.99     	4.86      
8.50      	51.79     	62.63     	42.43     	4.88      
9.00      	52.12     	63.12     	42.77     	4.90      
9.50      	52.56     	63.58     	42.93     	4.92      
10.00     	52.90     	63.86     	42.95     	4.94      
10.50     	53.13     	63.91     	43.18     	4.96      
11.00     	53.17     	63.71     	43.46     	4.98      
11.50     	52.73     	63.12     	43.20     	5.00      
12.00     	52.03     	62.31     	42.69     	5.03      
12.50     	51.13     	61.31     	42.15     	5.05      
13.00     	50.38     	60.72     	41.79     	5.07      
13.50     	50.22     	61.32     	41.95     	5.09      
14.00     	50.22     	62.23     	42.29     	5.11      
14.50     	49.97     	62.65     	42.45     	5.13      
15.00     	51.60     	65.35     	43.98     	5.15      
15.50     	56.63     	72.20     	47.99     	5.17      
16.00     	53.39     	69.33     	46.54     	5.19      
16.50     	42.94     	57.82     	40.21     	5.23      
17.00     	42.59     	57.69     	40.31     	5.23      
17.50     	47.20     	63.36     	43.67     	5.22      
18.00     	50.70     	68.44     	46.66     	5.23      
18.50     	53.85     	72.88     	49.43     	5.23      
19.00     	56.94     	76.27     	51.88     	5.23      
19.50     	60.00     	78.97     	53.76     	5.23      
20.00     	62.59     	80.55     	54.79     	5.23      
20.50     	63.30     	78.94     	54.07     	5.24      
21.00     	63.19     	76.19     	52.64     	5.24      
21.50     	63.44     	74.55     	51.63     	5.24      
22.00     	63.39     	73.24     	50.66     	5.24      
22.50     	62.51     	72.31     	49.66     	5.24      
23.00     	61.23     	71.50     	48.77     	5.24      
23.50     	59.99     	70.42     	48.23     	5.25      
24.00     	58.75     	69.23     	47.91     	5.25      
24.50     	57.45     	68.22     	47.67     	5.25      
25.00     	56.04     	67.33     	47.37     	5.25      
25.50     	54.25     	66.37     	46.68     	5.25      
26.00     	52.29     	65.47     	45.79     	5.25      
26.50     	50.60     	65.08     	45.38     	5.26      
27.00     	49.35     	65.18     	45.49     	5.26      
27.50     	48.56     	65.46     	45.88     	5.27      
28.00     	48.38     	66.19     	46.53     	5.28      
28.50     	49.19     	68.52     	47.76     	5.29      
