Time      	MABP      	CBFV-L    	CBFV-R    	etCO2     
0.00      	99.98     	52.59     	54.63     	4.57      
0.50      	101.51    	53.84     	55.33     	4.53      
1.00      	101.90    	53.89     	55.80     	4.51      
1.50      	101.23    	53.28     	55.85     	4.50      
2.00      	100.46    	52.65     	55.80     	4.50      
2.50      	99.82     	52.46     	55.77     	4.51      
3.00      	100.16    	53.08     	55.99     	4.53      
3.50      	101.52    	53.99     	56.36     	4.56      
4.00      	103.08    	54.49     	56.57     	4.59      
4.50      	104.93    	55.15     	56.66     	4.63      
5.00      	105.54    	55.46     	56.34     	4.67      
5.50      	105.03    	55.09     	55.86     	4.72      
6.00      	104.15    	54.02     	55.56     	4.76      
6.50      	103.35    	52.91     	55.50     	4.80      
7.00      	102.97    	52.56     	55.67     	4.84      
7.50      	104.18    	53.75     	56.19     	4.87      
8.00      	106.63    	55.68     	56.75     	4.89      
8.50      	108.12    	56.58     	56.70     	4.91      
9.00      	108.19    	56.13     	56.18     	4.92      
9.50      	107.60    	54.95     	55.69     	4.91      
10.00     	107.67    	54.34     	55.60     	4.90      
10.50     	108.27    	54.63     	55.76     	4.87      
11.00     	108.87    	55.17     	55.88     	4.82      
11.50     	109.44    	55.45     	55.90     	4.78      
12.00     	108.78    	54.61     	55.58     	4.72      
12.50     	107.43    	53.27     	55.21     	4.66      
13.00     	105.80    	52.11     	54.97     	4.60      
13.50     	105.33    	52.04     	55.16     	4.54      
14.00     	105.36    	52.36     	55.45     	4.48      
14.50     	105.42    	52.41     	55.61     	4.43      
15.00     	105.37    	52.29     	55.63     	4.38      
15.50     	105.07    	52.47     	55.53     	4.35      
16.00     	104.39    	52.81     	55.39     	4.32      
16.50     	103.28    	52.78     	55.24     	4.32      
17.00     	102.40    	52.80     	55.28     	4.33      
17.50     	101.97    	52.67     	55.50     	4.35      
18.00     	101.78    	52.32     	55.74     	4.39      
18.50     	101.87    	52.37     	55.97     	4.44      
19.00     	102.93    	53.47     	56.33     	4.49      
19.50     	103.43    	54.14     	56.40     	4.55      
20.00     	103.18    	53.93     	56.22     	4.59      
20.50     	102.33    	53.16     	56.01     	4.63      
21.00     	101.85    	52.60     	56.05     	4.66      
21.50     	101.53    	52.12     	56.22     	4.67      
22.00     	101.77    	51.68     	56.52     	4.67      
22.50     	102.82    	51.88     	56.92     	4.66      
23.00     	103.41    	52.34     	57.00     	4.65      
23.50     	103.46    	52.75     	56.85     	4.64      
24.00     	103.12    	52.70     	56.65     	4.63      
24.50     	102.95    	52.58     	56.60     	4.63      
25.00     	102.49    	52.39     	56.55     	4.63      
25.50     	102.73    	52.76     	56.71     	4.65      
26.00     	103.78    	53.41     	57.00     	4.67      
26.50     	104.64    	53.89     	57.06     	4.70      
27.00     	104.60    	54.11     	56.80     	4.72      
27.50     	104.33    	53.97     	56.52     	4.75      
28.00     	104.00    	53.44     	56.34     	4.78      
28.50     	102.97    	52.54     	56.09     	4.80      
29.00     	102.00    	52.24     	55.97     	4.82      
29.50     	103.55    	53.77     	56.54     	4.83      
30.00     	107.11    	56.13     	57.32     	4.84      
30.50     	107.76    	56.14     	56.88     	4.84      
31.00     	105.47    	54.71     	55.76     	4.83      
31.50     	103.80    	54.34     	55.26     	4.82      
32.00     	103.99    	55.25     	55.55     	4.80      
32.50     	103.76    	55.64     	55.75     	4.77      
33.00     	103.16    	55.42     	55.76     	4.73      
33.50     	102.98    	55.42     	55.81     	4.69      
34.00     	102.43    	55.47     	55.71     	4.65      
34.50     	102.25    	55.78     	55.71     	4.61      
35.00     	103.00    	56.41     	55.92     	4.57      
35.50     	104.28    	57.24     	56.15     	4.53      
36.00     	105.30    	57.76     	56.16     	4.51      
36.50     	105.07    	57.38     	55.80     	4.49      
37.00     	103.93    	56.60     	55.36     	4.48      
37.50     	102.55    	55.99     	55.11     	4.48      
38.00     	101.22    	55.41     	55.07     	4.48      
38.50     	100.41    	55.17     	55.25     	4.49      
39.00     	100.24    	55.56     	55.55     	4.50      
39.50     	100.82    	56.46     	55.88     	4.51      
40.00     	101.93    	57.67     	56.12     	4.51      
40.50     	102.51    	58.44     	56.03     	4.51      
41.00     	102.18    	58.39     	55.67     	4.50      
41.50     	100.82    	57.53     	55.20     	4.49      
42.00     	99.36     	56.50     	54.98     	4.47      
42.50     	98.36     	55.79     	55.08     	4.43      
43.00     	98.38     	55.78     	55.48     	4.39      
43.50     	99.17     	56.10     	55.93     	4.34      
44.00     	98.98     	55.78     	55.87     	4.30      
44.50     	97.88     	55.00     	55.53     	4.26      
45.00     	96.48     	53.94     	55.26     	4.24      
45.50     	95.77     	52.81     	55.34     	4.22      
46.00     	95.30     	51.50     	55.55     	4.23      
46.50     	95.90     	51.13     	55.98     	4.25      
47.00     	97.81     	52.06     	56.56     	4.29      
47.50     	99.77     	53.38     	56.82     	4.34      
48.00     	101.31    	54.45     	56.73     	4.39      
48.50     	101.83    	54.34     	56.35     	4.45      
49.00     	101.60    	53.26     	55.95     	4.51      
49.50     	100.59    	52.00     	55.63     	4.56      
50.00     	100.11    	51.77     	55.69     	4.60      
50.50     	99.90     	51.71     	55.90     	4.64      
51.00     	99.68     	51.12     	56.06     	4.67      
51.50     	99.56     	50.53     	56.16     	4.70      
52.00     	99.07     	49.91     	56.09     	4.72      
52.50     	98.26     	49.50     	55.93     	4.74      
53.00     	97.04     	49.16     	55.74     	4.76      
53.50     	96.31     	49.20     	55.78     	4.77      
54.00     	95.82     	49.24     	55.90     	4.78      
54.50     	96.06     	49.64     	56.17     	4.79      
55.00     	97.36     	50.84     	56.57     	4.80      
55.50     	99.11     	52.43     	56.83     	4.80      
56.00     	99.97     	53.10     	56.65     	4.81      
56.50     	100.16    	52.53     	56.30     	4.81      
57.00     	99.95     	51.33     	56.01     	4.81      
57.50     	99.14     	50.11     	55.76     	4.81      
58.00     	98.48     	49.56     	55.74     	4.81      
58.50     	98.67     	49.74     	56.03     	4.80      
59.00     	99.70     	50.37     	56.44     	4.80      
59.50     	100.63    	50.58     	56.61     	4.80      
60.00     	101.76    	50.54     	56.67     	4.80      
