Time      	MABP      	CBFV-L    	CBFV-R    	etCO2     
0.00      	99.65     	42.43     	42.87     	5.00      
0.50      	99.81     	42.44     	42.83     	5.03      
1.00      	99.97     	42.43     	42.79     	5.05      
1.50      	99.33     	42.25     	42.43     	5.06      
2.00      	98.42     	42.00     	41.95     	5.06      
2.50      	98.20     	41.91     	42.09     	5.06      
3.00      	98.76     	42.00     	42.92     	5.06      
3.50      	99.23     	42.07     	43.49     	5.06      
4.00      	99.40     	42.07     	43.25     	5.06      
4.50      	99.57     	42.07     	43.02     	5.05      
5.00      	98.91     	41.90     	42.99     	5.05      
5.50      	98.24     	41.72     	42.97     	5.05      
6.00      	97.16     	41.46     	42.52     	5.04      
6.50      	95.91     	41.17     	41.90     	5.04      
7.00      	95.57     	41.06     	41.86     	5.04      
7.50      	96.28     	41.18     	42.51     	5.04      
8.00      	96.93     	41.27     	43.07     	5.04      
8.50      	97.33     	41.29     	43.35     	5.04      
9.00      	97.73     	41.29     	43.63     	5.04      
9.50      	97.37     	41.13     	43.47     	5.04      
10.00     	96.98     	40.94     	43.30     	5.03      
10.50     	96.63     	40.76     	42.86     	5.03      
11.00     	96.29     	40.59     	42.31     	5.03      
11.50     	96.40     	40.52     	42.33     	5.03      
12.00     	97.03     	40.56     	42.99     	5.03      
12.50     	97.53     	40.57     	43.48     	5.03      
13.00     	97.55     	40.50     	43.35     	5.02      
13.50     	97.57     	40.44     	43.23     	5.01      
14.00     	96.44     	40.16     	43.25     	5.01      
14.50     	95.28     	39.90     	43.28     	5.00      
15.00     	95.05     	39.87     	43.27     	5.00      
15.50     	95.21     	39.94     	43.25     	5.00      
16.00     	95.38     	40.05     	43.42     	5.00      
16.50     	95.58     	40.18     	43.79     	5.00      
17.00     	95.62     	40.29     	44.10     	4.99      
17.50     	95.08     	40.30     	44.20     	4.98      
18.00     	94.53     	40.32     	44.29     	4.96      
18.50     	93.18     	40.17     	43.23     	4.96      
19.00     	91.80     	40.02     	42.12     	4.96      
19.50     	91.82     	40.17     	41.97     	4.96      
20.00     	92.41     	40.43     	42.22     	4.96      
20.50     	92.94     	40.65     	42.45     	4.96      
21.00     	93.42     	40.83     	42.67     	4.97      
21.50     	93.70     	40.93     	42.83     	4.97      
22.00     	93.38     	40.88     	42.78     	4.98      
22.50     	93.07     	40.79     	42.73     	4.99      
23.00     	93.04     	40.73     	42.80     	4.99      
23.50     	93.01     	40.65     	42.86     	4.99      
24.00     	94.13     	40.78     	43.27     	4.99      
