Time      	MABP      	CBFV-L    	CBFV-R    	etCO2     
0.00      	91.23     	68.67     	76.05     	4.95      
0.50      	88.53     	66.91     	74.10     	4.93      
1.00      	85.78     	64.42     	71.60     	4.90      
1.50      	85.49     	64.28     	71.16     	4.88      
2.00      	89.49     	68.51     	74.53     	4.85      
2.50      	90.82     	68.77     	75.16     	4.85      
3.00      	91.02     	68.36     	74.95     	4.86      
3.50      	89.16     	67.12     	73.29     	4.87      
4.00      	87.26     	65.53     	71.78     	4.87      
4.50      	85.34     	63.68     	70.40     	4.88      
5.00      	84.08     	62.71     	69.59     	4.89      
5.50      	85.68     	64.41     	72.33     	4.90      
6.00      	88.87     	67.50     	76.74     	4.91      
6.50      	90.59     	68.92     	78.10     	4.91      
7.00      	90.04     	67.91     	76.86     	4.90      
7.50      	88.51     	65.86     	74.50     	4.89      
8.00      	86.51     	64.87     	73.76     	4.88      
8.50      	85.07     	64.31     	72.60     	4.87      
9.00      	84.43     	64.37     	70.83     	4.86      
9.50      	86.48     	66.55     	72.96     	4.85      
10.00     	88.03     	68.21     	74.68     	4.84      
10.50     	87.99     	68.37     	74.70     	4.82      
11.00     	86.43     	67.35     	72.87     	4.79      
11.50     	84.71     	65.92     	71.00     	4.76      
12.00     	84.80     	64.80     	71.90     	4.73      
12.50     	85.95     	66.36     	73.27     	4.71      
13.00     	87.22     	68.72     	74.55     	4.69      
13.50     	85.86     	67.43     	73.67     	4.69      
14.00     	84.38     	66.07     	71.97     	4.69      
14.50     	83.14     	64.95     	70.04     	4.69      
15.00     	85.49     	67.11     	72.14     	4.69      
15.50     	87.10     	68.46     	73.18     	4.69      
16.00     	88.14     	69.20     	73.39     	4.73      
16.50     	88.87     	68.16     	73.16     	4.78      
17.00     	87.67     	66.52     	72.55     	4.82      
17.50     	83.98     	64.23     	71.45     	4.87      
18.00     	84.00     	64.79     	71.00     	4.91      
18.50     	85.00     	66.13     	71.88     	4.96      
19.00     	86.73     	67.72     	73.79     	5.01      
19.50     	88.89     	68.68     	76.35     	4.97      
20.00     	91.60     	67.18     	74.97     	4.91      
20.50     	92.12     	65.70     	73.39     	4.86      
21.00     	89.60     	64.66     	72.22     	4.81      
21.50     	88.65     	64.06     	70.53     	4.76      
22.00     	89.05     	64.29     	70.84     	4.70      
22.50     	90.86     	65.42     	73.36     	4.65      
23.00     	91.47     	65.77     	73.57     	4.66      
23.50     	91.44     	65.90     	73.33     	4.71      
24.00     	90.14     	65.64     	72.35     	4.77      
24.50     	88.02     	64.03     	70.69     	4.82      
25.00     	86.69     	63.08     	69.82     	4.88      
25.50     	88.53     	65.37     	72.02     	4.94      
26.00     	90.47     	67.25     	73.86     	4.99      
26.50     	91.86     	68.57     	75.05     	5.00      
27.00     	91.61     	68.65     	74.70     	4.99      
27.50     	90.20     	68.14     	73.30     	4.97      
28.00     	88.71     	67.05     	71.57     	4.95      
28.50     	88.15     	64.98     	70.01     	4.93      
29.00     	89.51     	66.98     	71.75     	4.92      
29.50     	90.83     	69.01     	73.51     	4.90      
30.00     	91.53     	69.93     	74.33     	4.90      
30.50     	90.47     	68.58     	73.43     	4.90      
31.00     	88.85     	66.81     	72.07     	4.90      
31.50     	86.64     	66.23     	70.72     	4.90      
32.00     	85.90     	65.34     	70.16     	4.90      
32.50     	86.16     	64.59     	70.32     	4.90      
33.00     	87.55     	66.11     	72.42     	4.90      
33.50     	87.50     	66.21     	73.11     	4.89      
34.00     	86.28     	65.17     	72.66     	4.87      
34.50     	83.88     	63.35     	71.10     	4.84      
35.00     	83.61     	63.06     	71.51     	4.82      
35.50     	85.49     	64.35     	73.87     	4.80      
36.00     	87.10     	66.70     	74.94     	4.79      
36.50     	87.52     	67.20     	75.23     	4.81      
37.00     	87.94     	65.91     	74.76     	4.84      
37.50     	88.36     	65.24     	73.60     	4.86      
38.00     	88.78     	64.27     	72.18     	4.89      
38.50     	89.20     	62.83     	70.51     	4.91      
39.00     	89.62     	66.31     	73.47     	4.93      
39.50     	90.42     	69.10     	75.86     	4.96      
40.00     	92.31     	70.89     	77.27     	4.94      
40.50     	92.68     	70.54     	76.42     	4.93      
41.00     	91.63     	69.35     	75.66     	4.91      
41.50     	90.25     	67.69     	74.72     	4.89      
42.00     	89.02     	65.58     	73.39     	4.88      
42.50     	91.22     	67.64     	74.53     	4.86      
43.00     	93.09     	69.36     	75.70     	4.85      
43.50     	93.92     	69.96     	76.47     	4.84      
44.00     	91.55     	67.88     	74.02     	4.83      
44.50     	89.17     	65.88     	72.20     	4.82      
45.00     	87.30     	64.38     	71.96     	4.81      
45.50     	88.83     	66.04     	72.64     	4.80      
46.00     	90.52     	67.61     	73.79     	4.79      
46.50     	91.92     	68.62     	75.42     	4.80      
47.00     	92.47     	68.99     	75.49     	4.81      
47.50     	92.37     	68.70     	74.90     	4.81      
48.00     	91.20     	67.33     	73.36     	4.82      
48.50     	90.09     	65.21     	72.01     	4.83      
49.00     	90.31     	64.44     	71.80     	4.83      
49.50     	93.30     	66.95     	73.91     	4.84      
50.00     	95.30     	68.65     	75.46     	4.85      
50.50     	95.16     	68.94     	75.90     	4.86      
51.00     	92.11     	67.37     	74.88     	4.88      
51.50     	88.62     	66.11     	73.08     	4.90      
52.00     	89.34     	67.09     	74.60     	4.92      
52.50     	92.53     	69.54     	77.84     	4.93      
53.00     	95.13     	72.04     	79.96     	4.95      
53.50     	96.88     	72.57     	80.26     	4.97      
54.00     	97.47     	72.53     	79.75     	4.99      
54.50     	96.98     	72.00     	78.57     	5.01      
55.00     	96.41     	70.51     	77.07     	5.03      
55.50     	94.66     	69.06     	75.88     	5.04      
56.00     	92.31     	67.62     	74.87     	5.06      
56.50     	90.08     	66.13     	73.87     	5.08      
57.00     	91.07     	68.32     	75.06     	5.10      
57.50     	92.22     	69.78     	76.46     	5.12      
58.00     	92.67     	69.17     	77.52     	5.12      
58.50     	92.05     	68.43     	77.11     	5.13      
59.00     	90.98     	68.22     	75.81     	5.13      
59.50     	90.75     	68.88     	75.44     	5.13      
60.00     	93.11     	70.66     	78.48     	5.14      
60.50     	95.47     	72.82     	79.17     	5.14      
