Time      	MABP      	CBFV-L    	CBFV-R    	etCO2     
0.00      	76.55     	58.08     	70.38     	5.19      
0.50      	76.46     	57.95     	70.34     	5.20      
1.00      	76.19     	57.26     	69.86     	5.21      
1.50      	75.81     	56.45     	69.25     	5.21      
2.00      	75.37     	56.10     	68.93     	5.15      
2.50      	75.00     	56.61     	69.27     	5.08      
3.00      	75.28     	57.39     	70.47     	5.07      
3.50      	76.44     	58.02     	72.45     	5.08      
4.00      	77.16     	58.08     	73.26     	5.08      
4.50      	77.09     	57.47     	72.41     	5.10      
5.00      	76.89     	56.77     	71.41     	5.14      
5.50      	76.73     	56.26     	70.76     	5.16      
6.00      	76.65     	56.06     	70.49     	5.15      
6.50      	76.87     	56.25     	70.70     	5.15      
7.00      	77.93     	56.74     	71.27     	5.15      
7.50      	79.31     	57.30     	72.02     	5.15      
8.00      	79.92     	57.53     	72.65     	5.15      
8.50      	80.30     	57.82     	73.19     	5.14      
9.00      	81.19     	58.63     	73.67     	5.16      
9.50      	81.53     	59.02     	73.73     	5.25      
10.00     	80.85     	58.42     	73.16     	5.34      
10.50     	79.92     	56.97     	71.33     	5.35      
11.00     	79.08     	55.29     	69.13     	5.33      
11.50     	78.70     	54.83     	69.06     	5.33      
12.00     	78.61     	55.13     	70.04     	5.33      
12.50     	78.59     	55.67     	70.58     	5.33      
13.00     	78.51     	56.06     	70.63     	5.33      
13.50     	78.19     	55.86     	69.95     	5.35      
14.00     	77.62     	55.22     	68.87     	5.36      
14.50     	76.83     	54.32     	67.67     	5.36      
15.00     	75.99     	53.75     	66.89     	5.37      
15.50     	75.28     	54.06     	67.06     	5.37      
16.00     	74.75     	54.74     	67.49     	5.30      
16.50     	74.52     	55.45     	67.60     	5.17      
17.00     	74.89     	56.62     	68.59     	5.11      
17.50     	76.19     	58.61     	71.52     	5.13      
18.00     	77.97     	60.85     	74.18     	5.14      
18.50     	79.76     	62.83     	75.45     	5.14      
19.00     	80.33     	63.61     	75.79     	5.14      
19.50     	79.85     	63.13     	75.30     	5.14      
20.00     	79.70     	62.08     	74.30     	5.14      
20.50     	79.73     	60.81     	73.26     	5.14      
21.00     	79.34     	59.83     	72.91     	5.14      
21.50     	78.98     	59.55     	73.44     	5.15      
