Time      	MABP      	CBFV-L    	CBFV-R    	etCO2     
0.00      	74.73     	53.95     	47.11     	4.81      
0.50      	74.26     	53.76     	46.58     	4.83      
1.00      	73.78     	53.58     	46.05     	4.85      
1.50      	73.00     	53.28     	45.57     	4.85      
2.00      	72.11     	52.94     	45.10     	4.85      
2.50      	71.27     	52.63     	44.75     	4.85      
3.00      	70.56     	52.37     	44.66     	4.85      
3.50      	69.84     	52.12     	44.57     	4.85      
4.00      	69.23     	51.91     	44.84     	4.85      
4.50      	68.63     	51.71     	45.20     	4.85      
5.00      	68.18     	51.58     	45.70     	4.85      
5.50      	68.09     	51.59     	46.60     	4.85      
6.00      	68.00     	51.62     	47.49     	4.85      
6.50      	68.28     	51.80     	48.26     	4.86      
7.00      	68.65     	52.03     	48.98     	4.86      
7.50      	68.86     	52.20     	49.59     	4.87      
8.00      	68.73     	52.26     	49.95     	4.87      
8.50      	68.59     	52.34     	50.32     	4.87      
9.00      	68.45     	52.42     	50.45     	4.87      
9.50      	68.30     	52.53     	50.54     	4.87      
10.00     	68.78     	52.89     	51.45     	4.87      
10.50     	69.96     	53.54     	53.27     	4.87      
11.00     	71.09     	54.17     	55.07     	4.87      
11.50     	72.07     	54.76     	56.76     	4.87      
12.00     	73.04     	55.35     	58.40     	4.87      
12.50     	73.76     	55.84     	59.25     	4.87      
13.00     	74.48     	56.33     	60.10     	4.87      
13.50     	74.80     	56.67     	59.16     	4.87      
14.00     	75.09     	56.99     	58.15     	4.87      
14.50     	75.20     	57.23     	57.61     	4.87      
15.00     	75.28     	57.45     	57.11     	4.87      
15.50     	75.77     	57.80     	56.74     	4.87      
16.00     	76.35     	58.15     	56.40     	4.87      
16.50     	76.97     	58.49     	55.94     	4.87      
17.00     	77.60     	58.79     	55.43     	4.87      
17.50     	77.78     	58.87     	54.80     	4.87      
18.00     	77.59     	58.77     	54.05     	4.87      
18.50     	77.26     	58.57     	53.13     	4.87      
19.00     	76.69     	58.25     	51.85     	4.87      
19.50     	76.15     	57.90     	50.71     	4.87      
20.00     	75.84     	57.62     	50.40     	4.87      
20.50     	75.53     	57.31     	50.09     	4.87      
21.00     	74.96     	56.90     	49.64     	4.87      
21.50     	74.36     	56.47     	49.18     	4.87      
22.00     	74.62     	56.38     	49.86     	4.87      
22.50     	75.13     	56.39     	50.87     	4.88      
23.00     	75.80     	56.49     	51.82     	4.90      
23.50     	76.57     	56.64     	52.75     	4.92      
24.00     	77.05     	56.72     	53.65     	4.92      
24.50     	77.32     	56.74     	54.52     	4.92      
25.00     	77.55     	56.80     	54.92     	4.92      
25.50     	77.77     	56.87     	54.80     	4.92      
26.00     	78.05     	57.01     	54.64     	4.92      
26.50     	78.42     	57.21     	54.41     	4.92      
27.00     	78.58     	57.35     	54.32     	4.92      
27.50     	78.48     	57.40     	54.41     	4.92      
28.00     	78.81     	57.63     	54.92     	4.92      
28.50     	79.61     	58.02     	55.87     	4.92      
29.00     	80.61     	58.48     	56.52     	4.94      
29.50     	81.81     	58.99     	56.88     	4.98      
30.00     	82.40     	59.23     	56.83     	5.01      
30.50     	82.41     	59.22     	56.36     	5.04      
31.00     	82.15     	59.07     	55.93     	5.05      
31.50     	81.62     	58.78     	55.53     	5.05      
32.00     	81.06     	58.44     	54.92     	5.05      
32.50     	80.46     	58.06     	54.01     	5.05      
33.00     	79.92     	57.69     	53.60     	5.05      
33.50     	79.51     	57.37     	54.23     	5.05      
34.00     	79.23     	57.09     	54.76     	5.04      
34.50     	79.36     	56.97     	55.01     	5.00      
35.00     	79.56     	56.91     	55.55     	4.96      
35.50     	80.10     	57.00     	57.49     	4.90      
36.00     	80.63     	57.14     	59.21     	4.81      
36.50     	81.21     	57.33     	59.69     	4.58      
37.00     	81.75     	57.56     	60.16     	4.36      
37.50     	82.07     	57.75     	60.51     	4.31      
38.00     	82.39     	57.98     	60.83     	4.27      
38.50     	82.39     	58.14     	59.99     	4.27      
39.00     	82.40     	58.34     	59.15     	4.27      
39.50     	82.22     	58.50     	57.82     	4.27      
40.00     	82.01     	58.68     	56.46     	4.27      
40.50     	81.98     	58.93     	56.60     	4.27      
41.00     	82.00     	59.20     	57.13     	4.27      
41.50     	82.17     	59.53     	57.24     	4.27      
42.00     	82.42     	59.86     	57.15     	4.27      
42.50     	82.56     	60.13     	57.38     	4.27      
43.00     	82.63     	60.33     	57.85     	4.27      
43.50     	82.73     	60.49     	58.14     	4.27      
44.00     	82.87     	60.61     	58.23     	4.27      
44.50     	83.02     	60.67     	58.57     	4.27      
45.00     	83.17     	60.67     	59.22     	4.27      
45.50     	83.32     	60.61     	59.84     	4.27      
46.00     	83.44     	60.47     	60.42     	4.27      
46.50     	83.61     	60.29     	60.74     	4.27      
47.00     	83.90     	60.10     	60.46     	4.29      
47.50     	83.11     	59.47     	59.65     	4.32      
48.00     	80.38     	58.10     	57.89     	4.37      
48.50     	78.41     	57.00     	56.68     	4.40      
49.00     	77.60     	56.34     	56.32     	4.40      
49.50     	76.80     	55.70     	55.97     	4.40      
50.00     	76.01     	55.08     	55.88     	4.40      
50.50     	75.23     	54.51     	55.97     	4.40      
51.00     	74.44     	53.97     	56.05     	4.40      
51.50     	73.48     	53.43     	55.54     	4.40      
52.00     	72.52     	52.94     	55.04     	4.40      
52.50     	72.10     	52.72     	55.22     	4.40      
53.00     	71.90     	52.65     	55.68     	4.40      
53.50     	72.00     	52.76     	56.37     	4.39      
54.00     	72.40     	53.03     	57.27     	4.38      
54.50     	72.54     	53.26     	57.45     	4.32      
55.00     	72.45     	53.45     	57.00     	4.22      
55.50     	72.24     	53.62     	56.52     	4.16      
56.00     	71.92     	53.78     	56.02     	4.16      
56.50     	71.75     	54.02     	55.49     	4.16      
57.00     	71.74     	54.31     	54.92     	4.16      
57.50     	71.82     	54.64     	54.29     	4.16      
58.00     	72.02     	54.99     	53.55     	4.16      
58.50     	72.15     	55.29     	52.90     	4.16      
59.00     	72.08     	55.48     	52.50     	4.16      
59.50     	71.91     	55.60     	51.84     	4.16      
60.00     	71.45     	55.57     	50.32     	4.16      
60.50     	70.95     	55.50     	48.80     	4.16      
61.00     	70.35     	55.34     	47.29     	4.16      
61.50     	69.93     	55.21     	46.08     	4.19      
62.00     	70.40     	55.39     	46.38     	4.36      
62.50     	70.76     	55.49     	46.77     	4.52      
63.00     	70.05     	55.15     	48.02     	4.50      
63.50     	69.35     	54.79     	49.27     	4.48      
64.00     	69.32     	54.66     	49.58     	4.61      
64.50     	69.29     	54.52     	49.89     	4.74      
65.00     	69.92     	54.61     	50.43     	4.75      
65.50     	70.63     	54.72     	50.98     	4.75      
66.00     	71.46     	54.87     	52.04     	4.77      
66.50     	72.31     	55.02     	53.20     	4.80      
67.00     	72.60     	54.95     	53.94     	4.82      
67.50     	72.58     	54.77     	54.44     	4.84      
68.00     	72.70     	54.64     	54.52     	4.85      
68.50     	72.92     	54.57     	54.24     	4.85      
69.00     	72.95     	54.42     	53.94     	4.85      
69.50     	72.47     	54.10     	53.61     	4.85      
70.00     	72.20     	53.86     	53.49     	4.85      
70.50     	73.20     	54.13     	54.68     	4.84      
