Time      	MABP      	CBFV-L    	CBFV-R    	etCO2     
0.00      	98.11     	37.91     	40.84     	4.01      
0.50      	98.11     	37.91     	40.84     	4.01      
1.00      	100.85    	39.34     	42.72     	4.01      
1.50      	105.60    	41.50     	45.48     	4.00      
2.00      	106.95    	41.43     	45.22     	4.03      
2.50      	106.62    	40.45     	43.85     	4.09      
3.00      	106.69    	40.17     	43.67     	4.18      
3.50      	107.60    	40.79     	44.82     	4.28      
4.00      	108.54    	41.49     	45.85     	4.41      
4.50      	108.87    	41.61     	45.66     	4.54      
5.00      	108.62    	41.27     	44.76     	4.66      
5.50      	108.05    	40.76     	44.03     	4.78      
6.00      	107.51    	40.38     	43.86     	4.89      
6.50      	107.47    	40.39     	44.10     	4.98      
7.00      	108.29    	40.95     	44.52     	5.05      
7.50      	109.53    	41.77     	44.92     	5.12      
8.00      	110.53    	42.38     	45.08     	5.17      
8.50      	111.13    	42.56     	45.02     	5.21      
9.00      	111.75    	42.34     	44.99     	5.24      
9.50      	112.70    	41.85     	45.17     	5.27      
10.00     	113.73    	41.39     	45.34     	5.28      
10.50     	114.43    	41.33     	45.14     	5.29      
11.00     	114.67    	41.69     	44.60     	5.29      
11.50     	114.64    	42.04     	44.16     	5.28      
12.00     	114.57    	42.01     	44.22     	5.27      
12.50     	114.61    	41.84     	44.65     	5.26      
13.00     	114.92    	41.95     	45.18     	5.25      
13.50     	115.50    	42.35     	45.63     	5.23      
14.00     	116.26    	42.64     	45.94     	5.22      
14.50     	117.04    	42.51     	46.07     	5.20      
15.00     	117.55    	42.04     	46.05     	5.19      
15.50     	117.52    	41.39     	45.94     	5.17      
16.00     	117.03    	40.83     	45.80     	5.16      
16.50     	116.49    	40.67     	45.74     	5.16      
17.00     	116.17    	41.09     	45.79     	5.16      
17.50     	115.78    	41.61     	45.74     	5.16      
18.00     	114.98    	41.66     	45.36     	5.18      
18.50     	113.86    	41.24     	44.78     	5.19      
19.00     	112.88    	40.88     	44.48     	5.22      
19.50     	112.35    	40.87     	44.71     	5.24      
20.00     	111.98    	40.89     	45.09     	5.27      
20.50     	111.41    	40.53     	45.20     	5.29      
21.00     	110.56    	39.83     	45.00     	5.30      
21.50     	109.56    	39.12     	44.77     	5.31      
22.00     	108.52    	38.66     	44.73     	5.30      
22.50     	107.38    	38.37     	44.83     	5.28      
23.00     	106.05    	38.06     	44.97     	5.24      
23.50     	104.59    	37.74     	45.10     	5.18      
24.00     	103.37    	37.71     	45.29     	5.10      
24.50     	102.71    	38.23     	45.60     	5.01      
25.00     	102.72    	39.21     	46.09     	4.90      
25.50     	103.30    	40.32     	46.80     	4.79      
26.00     	104.33    	41.32     	47.77     	4.68      
26.50     	105.54    	42.41     	48.92     	4.57      
27.00     	106.64    	43.87     	50.18     	4.48      
27.50     	107.51    	45.60     	51.42     	4.40      
28.00     	108.33    	46.87     	52.50     	4.34      
28.50     	109.29    	46.98     	53.23     	4.31      
29.00     	110.37    	46.31     	53.48     	4.31      
29.50     	111.43    	45.87     	53.13     	4.34      
30.00     	112.43    	46.25     	52.21     	4.40      
30.50     	113.49    	46.85     	51.20     	4.47      
31.00     	114.76    	46.91     	50.60     	4.56      
31.50     	115.99    	46.21     	50.33     	4.65      
32.00     	116.67    	44.95     	49.88     	4.74      
32.50     	116.48    	43.40     	48.90     	4.83      
33.00     	115.83    	41.91     	47.70     	4.91      
33.50     	115.25    	40.89     	46.69     	4.96      
34.00     	114.91    	40.42     	46.01     	5.00      
34.50     	114.70    	40.33     	45.63     	5.03      
35.00     	114.52    	40.44     	45.45     	5.03      
35.50     	114.31    	40.50     	45.32     	5.03      
36.00     	114.02    	40.28     	45.07     	5.02      
36.50     	113.54    	39.76     	44.66     	5.00      
37.00     	112.73    	39.15     	44.16     	4.98      
37.50     	111.55    	38.67     	43.66     	4.96      
38.00     	110.36    	38.53     	43.29     	4.93      
38.50     	109.65    	38.94     	43.21     	4.92      
39.00     	109.55    	39.80     	43.44     	4.90      
39.50     	109.78    	40.58     	43.82     	4.89      
40.00     	110.06    	40.81     	44.16     	4.88      
40.50     	110.20    	40.49     	44.25     	4.87      
41.00     	110.07    	39.74     	43.84     	4.87      
41.50     	109.61    	38.79     	42.95     	4.87      
42.00     	109.01    	38.00     	42.11     	4.88      
42.50     	108.43    	37.74     	41.91     	4.88      
43.00     	107.86    	37.98     	42.41     	4.89      
43.50     	107.03    	38.24     	43.12     	4.90      
44.00     	105.72    	38.06     	43.54     	4.92      
44.50     	104.40    	37.56     	43.73     	4.93      
45.00     	103.90    	37.17     	44.03     	4.95      
45.50     	104.76    	37.21     	44.68     	4.97      
46.00     	106.49    	37.64     	45.60     	4.99      
46.50     	108.44    	38.35     	46.66     	5.01      
47.00     	110.12    	39.22     	47.72     	5.04      
47.50     	111.30    	40.14     	48.68     	5.06      
48.00     	111.87    	41.03     	49.47     	5.08      
48.50     	112.41    	41.99     	50.04     	5.11      
49.00     	113.89    	43.22     	50.38     	5.13      
49.50     	116.68    	44.62     	50.51     	5.15      
50.00     	119.55    	45.38     	50.56     	5.17      
50.50     	121.15    	44.69     	50.62     	5.19      
51.00     	121.41    	43.27     	50.58     	5.21      
51.50     	120.92    	42.65     	50.16     	5.22      
52.00     	120.15    	43.47     	49.28     	5.24      
52.50     	119.17    	44.50     	48.23     	5.25      
53.00     	118.03    	44.41     	47.31     	5.25      
53.50     	116.88    	43.26     	46.68     	5.25      
54.00     	115.93    	42.23     	46.34     	5.25      
54.50     	115.29    	42.15     	46.27     	5.25      
55.00     	114.74    	42.55     	46.23     	5.24      
55.50     	113.98    	42.62     	45.97     	5.23      
56.00     	112.89    	42.16     	45.47     	5.22      
56.50     	111.59    	41.57     	44.98     	5.20      
57.00     	110.22    	41.25     	44.74     	5.19      
57.50     	109.05    	41.22     	44.70     	5.17      
58.00     	108.33    	41.39     	44.73     	5.15      
58.50     	108.17    	41.65     	44.79     	5.13      
59.00     	108.33    	41.92     	45.05     	5.12      
59.50     	108.59    	42.11     	45.61     	5.10      
60.00     	108.78    	42.16     	46.25     	5.08      
60.50     	108.73    	41.97     	46.56     	5.07      
61.00     	108.46    	41.62     	46.44     	5.06      
61.50     	108.21    	41.44     	46.37     	5.05      
62.00     	108.25    	41.71     	46.82     	5.04      
62.50     	108.69    	42.33     	47.59     	5.04      
63.00     	109.57    	43.01     	48.20     	5.04      
63.50     	110.69    	43.44     	48.40     	5.04      
64.00     	111.44    	43.32     	48.33     	5.04      
64.50     	111.33    	42.46     	48.10     	5.05      
65.00     	110.50    	41.22     	47.71     	5.05      
65.50     	109.35    	40.18     	47.09     	5.05      
66.00     	108.15    	39.62     	46.30     	5.05      
66.50     	106.99    	39.35     	45.65     	5.05      
67.00     	105.91    	39.12     	45.44     	5.05      
67.50     	105.01    	38.93     	45.64     	5.05      
68.00     	104.39    	38.88     	45.98     	5.04      
68.50     	104.14    	39.09     	46.21     	5.04      
69.00     	104.02    	39.47     	46.24     	5.04      
69.50     	103.66    	39.85     	46.03     	5.03      
70.00     	102.93    	40.13     	45.72     	5.02      
70.50     	102.52    	40.42     	45.80     	5.02      
71.00     	103.24    	40.91     	46.88     	5.01      
71.50     	105.18    	41.66     	48.90     	5.00      
72.00     	107.42    	42.57     	50.94     	4.99      
72.50     	109.04    	43.53     	52.10     	4.99      
73.00     	109.99    	44.42     	52.29     	4.98      
73.50     	110.79    	45.12     	52.01     	4.97      
74.00     	111.85    	45.52     	51.70     	4.96      
74.50     	113.10    	45.65     	51.47     	4.96      
75.00     	114.33    	45.59     	51.38     	4.95      
75.50     	115.32    	45.33     	51.33     	4.94      
76.00     	115.84    	44.78     	50.98     	4.94      
76.50     	115.74    	43.90     	50.09     	4.93      
77.00     	115.38    	42.95     	48.97     	4.93      
77.50     	115.27    	42.30     	48.12     	4.92      
