Time      	MABP      	CBFV-L    	CBFV-R    	etCO2     
0.00      	108.83    	53.63     	52.76     	4.91      
0.50      	108.58    	53.57     	53.02     	4.91      
1.00      	108.32    	53.54     	53.29     	4.91      
1.50      	108.23    	53.56     	53.68     	4.91      
2.00      	108.17    	53.59     	54.09     	4.91      
2.50      	108.35    	53.66     	54.02     	4.91      
3.00      	108.61    	53.71     	53.80     	4.91      
3.50      	108.61    	53.67     	53.65     	4.93      
4.00      	108.49    	53.60     	53.53     	4.95      
4.50      	108.43    	53.59     	54.33     	4.98      
5.00      	108.40    	53.60     	55.82     	5.01      
5.50      	108.38    	53.62     	56.91     	5.03      
6.00      	108.35    	53.64     	57.42     	5.03      
6.50      	108.25    	53.64     	57.97     	5.03      
7.00      	107.93    	53.60     	58.66     	5.03      
7.50      	107.77    	53.62     	59.59     	5.03      
8.00      	108.24    	53.79     	61.54     	5.03      
8.50      	108.90    	53.95     	63.28     	5.03      
9.00      	111.06    	54.34     	63.26     	5.05      
9.50      	112.96    	54.46     	63.24     	5.07      
10.00     	111.12    	53.68     	63.31     	5.10      
10.50     	109.41    	53.25     	63.35     	5.13      
11.00     	110.42    	53.70     	62.85     	5.13      
11.50     	111.26    	54.06     	62.40     	5.13      
12.00     	110.15    	53.84     	62.47     	5.13      
12.50     	109.02    	53.67     	62.59     	5.13      
13.00     	107.75    	53.57     	63.09     	5.13      
13.50     	106.54    	53.57     	63.54     	5.13      
14.00     	105.87    	53.73     	63.60     	5.13      
14.50     	105.07    	53.82     	63.66     	5.10      
15.00     	103.26    	53.64     	63.77     	4.81      
15.50     	101.93    	53.64     	63.76     	4.54      
16.00     	103.19    	54.26     	63.13     	4.42      
16.50     	104.34    	54.59     	62.38     	4.32      
17.00     	105.09    	54.59     	61.18     	4.26      
17.50     	105.40    	54.39     	59.94     	4.21      
18.00     	104.48    	53.98     	58.60     	4.20      
18.50     	103.64    	53.81     	57.35     	4.18      
19.00     	102.96    	53.84     	56.28     	4.16      
19.50     	102.45    	53.98     	55.31     	4.13      
20.00     	102.24    	54.16     	54.53     	4.09      
20.50     	102.29    	54.33     	53.47     	4.06      
21.00     	102.75    	54.49     	51.97     	4.06      
21.50     	102.99    	54.48     	50.88     	4.18      
22.00     	102.87    	54.36     	50.42     	4.46      
22.50     	102.82    	54.30     	49.92     	4.73      
23.00     	102.89    	54.31     	49.34     	4.96      
23.50     	103.04    	54.36     	48.85     	5.12      
24.00     	103.40    	54.45     	48.57     	5.12      
24.50     	103.77    	54.49     	48.85     	5.09      
25.00     	104.15    	54.49     	50.89     	4.99      
25.50     	104.48    	54.46     	52.44     	4.88      
26.00     	104.40    	54.34     	50.78     	4.73      
26.50     	104.33    	54.27     	49.18     	4.59      
27.00     	104.33    	54.26     	49.56     	4.59      
27.50     	104.33    	54.26     	49.93     	4.59      
28.00     	104.47    	54.29     	49.65     	4.59      
28.50     	104.62    	54.29     	49.32     	4.59      
29.00     	105.16    	54.37     	49.11     	4.59      
29.50     	105.77    	54.40     	48.92     	4.59      
30.00     	106.20    	54.34     	49.05     	4.71      
30.50     	106.57    	54.26     	49.28     	4.86      
31.00     	106.73    	54.16     	49.36     	4.97      
31.50     	106.79    	54.08     	49.38     	5.07      
32.00     	106.81    	54.03     	49.14     	5.10      
32.50     	106.80    	54.02     	48.74     	5.10      
33.00     	106.75    	54.01     	48.68     	5.10      
33.50     	106.68    	54.00     	48.91     	5.10      
34.00     	106.75    	54.03     	49.18     	5.09      
34.50     	107.00    	54.09     	49.49     	5.05      
35.00     	107.08    	54.09     	49.79     	5.00      
35.50     	106.88    	54.01     	50.05     	4.94      
36.00     	106.70    	53.98     	50.20     	4.90      
36.50     	106.61    	54.01     	50.02     	4.90      
37.00     	106.51    	54.04     	49.93     	4.90      
37.50     	106.39    	54.07     	50.35     	4.90      
38.00     	106.29    	54.10     	50.80     	4.89      
38.50     	106.58    	54.20     	51.65     	4.86      
39.00     	106.87    	54.27     	52.50     	4.82      
39.50     	106.96    	54.25     	52.57     	4.77      
40.00     	107.04    	54.23     	52.61     	4.71      
40.50     	107.09    	54.22     	52.53     	4.70      
41.00     	107.15    	54.22     	52.43     	4.70      
41.50     	107.24    	54.24     	52.64     	4.70      
42.00     	107.35    	54.26     	52.95     	4.70      
42.50     	107.58    	54.30     	53.13     	4.70      
43.00     	107.85    	54.34     	53.24     	4.70      
43.50     	107.88    	54.29     	53.23     	4.71      
44.00     	107.74    	54.22     	53.13     	4.71      
44.50     	107.57    	54.19     	53.07     	4.71      
45.00     	107.39    	54.18     	53.05     	4.71      
45.50     	107.22    	54.19     	53.12     	4.71      
46.00     	107.08    	54.22     	53.33     	4.71      
46.50     	107.02    	54.25     	53.65     	4.71      
47.00     	107.19    	54.32     	54.30     	4.71      
47.50     	107.37    	54.35     	54.98     	4.71      
48.00     	107.61    	54.36     	55.86     	4.71      
48.50     	107.88    	54.36     	56.68     	4.71      
49.00     	108.48    	54.42     	56.75     	4.75      
49.50     	109.07    	54.45     	56.81     	4.80      
50.00     	109.24    	54.35     	56.73     	4.85      
50.50     	109.41    	54.29     	56.64     	4.91      
51.00     	109.44    	54.23     	55.93     	4.92      
51.50     	109.46    	54.21     	55.15     	4.92      
52.00     	109.44    	54.20     	54.84     	4.92      
52.50     	109.42    	54.20     	54.63     	4.92      
53.00     	109.46    	54.22     	54.45     	4.92      
53.50     	109.54    	54.23     	54.29     	4.92      
54.00     	109.61    	54.24     	54.33     	4.91      
54.50     	109.70    	54.24     	54.47     	4.90      
55.00     	109.63    	54.20     	54.41     	4.88      
55.50     	109.46    	54.16     	54.20     	4.87      
56.00     	109.37    	54.17     	53.99     	4.86      
56.50     	109.36    	54.21     	53.77     	4.86      
57.00     	109.32    	54.24     	53.69     	4.86      
57.50     	109.25    	54.25     	53.84     	4.86      
