Time      	MABP      	CBFV-L    	CBFV-R    	etCO2     
0.00      	74.07     	67.85     	59.84     	5.87      
0.50      	73.28     	65.77     	59.68     	5.87      
1.00      	72.72     	64.73     	59.50     	5.87      
1.50      	72.30     	64.44     	59.28     	5.87      
2.00      	71.91     	64.45     	59.02     	5.87      
2.50      	71.28     	64.07     	58.60     	5.87      
3.00      	70.68     	63.66     	58.25     	5.87      
3.50      	70.50     	63.75     	58.37     	5.87      
4.00      	70.63     	64.23     	58.85     	5.87      
4.50      	70.91     	64.90     	59.51     	5.86      
5.00      	71.23     	65.59     	60.27     	5.83      
5.50      	71.40     	66.00     	61.06     	5.80      
6.00      	71.47     	66.19     	61.74     	5.78      
6.50      	71.51     	66.15     	61.96     	5.76      
7.00      	71.61     	66.09     	61.94     	5.74      
7.50      	71.97     	66.47     	62.27     	5.71      
8.00      	72.47     	67.12     	62.93     	5.69      
8.50      	72.83     	67.46     	63.73     	5.67      
9.00      	72.99     	67.53     	64.37     	5.64      
9.50      	72.96     	67.57     	63.99     	5.62      
10.00     	72.80     	67.62     	63.08     	5.59      
10.50     	72.56     	67.62     	62.84     	5.57      
11.00     	72.33     	67.68     	63.22     	5.54      
11.50     	72.30     	68.10     	63.34     	5.51      
12.00     	72.52     	68.89     	63.09     	5.49      
12.50     	72.94     	69.61     	63.07     	5.48      
13.00     	73.49     	70.15     	63.42     	5.48      
13.50     	74.03     	70.81     	63.89     	5.48      
14.00     	74.49     	71.56     	64.38     	5.48      
14.50     	74.88     	71.81     	64.72     	5.48      
15.00     	75.18     	71.42     	64.83     	5.48      
15.50     	75.47     	70.97     	64.89     	5.49      
16.00     	75.77     	70.70     	64.96     	5.49      
16.50     	75.95     	70.16     	64.87     	5.50      
17.00     	75.95     	69.18     	64.54     	5.51      
17.50     	75.88     	68.08     	63.80     	5.51      
18.00     	75.78     	67.00     	62.56     	5.52      
18.50     	75.56     	65.93     	61.55     	5.53      
19.00     	75.16     	64.87     	61.27     	5.53      
19.50     	74.84     	64.18     	61.28     	5.54      
20.00     	74.84     	64.17     	61.32     	5.55      
20.50     	74.78     	64.27     	61.52     	5.55      
21.00     	74.46     	64.06     	61.96     	5.56      
21.50     	74.05     	63.91     	61.94     	5.57      
22.00     	73.72     	64.06     	60.85     	5.58      
22.50     	73.35     	64.23     	59.64     	5.59      
23.00     	72.84     	64.15     	59.04     	5.59      
23.50     	72.31     	64.03     	58.96     	5.60      
24.00     	71.83     	63.99     	59.53     	5.61      
24.50     	71.59     	64.27     	60.36     	5.61      
25.00     	71.92     	65.29     	60.85     	5.62      
25.50     	72.56     	66.66     	61.40     	5.62      
26.00     	73.22     	67.92     	62.57     	5.62      
26.50     	73.79     	68.89     	63.91     	5.62      
27.00     	74.05     	69.30     	64.91     	5.62      
27.50     	74.14     	69.37     	65.39     	5.62      
28.00     	74.22     	69.32     	65.04     	5.62      
28.50     	74.18     	69.09     	64.45     	5.62      
29.00     	73.87     	68.53     	64.38     	5.62      
29.50     	73.51     	68.00     	64.53     	5.62      
30.00     	73.37     	68.14     	64.59     	5.63      
30.50     	73.39     	68.55     	64.55     	5.64      
31.00     	73.47     	68.66     	64.33     	5.66      
31.50     	73.55     	68.49     	64.08     	5.67      
32.00     	73.57     	68.10     	64.04     	5.68      
32.50     	73.53     	67.55     	64.14     	5.70      
33.00     	73.42     	66.94     	64.14     	5.71      
33.50     	73.24     	66.34     	64.00     	5.73      
34.00     	72.99     	65.85     	63.55     	5.74      
34.50     	72.70     	65.53     	62.99     	5.75      
35.00     	72.49     	65.38     	63.00     	5.77      
35.50     	72.44     	65.50     	63.72     	5.78      
36.00     	72.60     	66.03     	64.59     	5.79      
36.50     	73.07     	67.07     	65.44     	5.79      
37.00     	73.94     	68.48     	66.41     	5.79      
37.50     	75.09     	70.02     	67.34     	5.78      
38.00     	75.82     	70.90     	67.61     	5.78      
38.50     	75.99     	70.95     	67.11     	5.77      
39.00     	76.04     	70.63     	66.32     	5.77      
39.50     	76.06     	70.11     	65.43     	5.76      
40.00     	75.92     	69.63     	64.61     	5.76      
