0.574190	0	0
0.738931	0	0
0.905755	0	0
0.985660	0	0
1.000000	0	0
0.988972	0	0
0.976822	0	0
0.970738	0	0
0.969496	0	0
0.970223	0	0
0.971105	0	0
0.971567	0	0
0.971672	0	0
0.971625	0	0
0.971561	0	0
0.971526	0	0
0.971517	0	0
0.971520	0	0
0.971525	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
0.971528	0	0
